word,start,end,prob,explicit,conflictual,profanity,drugs,sex,selfharm,spam,not-sensitive
you,9.42,9.54,0.9969661831855774,0,0.008407569490373135,0.007927573285996914,0.006056500133126974,0.0056094941683113575,0.010837954469025135,0.004241063259541988,0.9720124006271362
cant,9.54,9.8,0.9977433681488036,0,0.008713892661035061,0.008107545785605907,0.00548423221334815,0.005677949637174606,0.009958095848560333,0.004444926045835018,0.9691050052642822
be,9.8,9.92,0.9988076686859132,0,0.009229118935763836,0.008939458057284355,0.0052134073339402676,0.00535228755325079,0.007570345886051655,0.004993838258087635,0.9713093042373657
any,9.92,10.12,0.9956355690956116,0,0.009373735636472702,0.009571013040840626,0.005048668012022972,0.005114355124533176,0.007064474746584892,0.0046928455121815205,0.9691790342330933
geek,10.12,10.44,0.9887531995773317,0,0.008160335011780262,0.010166898369789124,0.006286764517426491,0.00497505534440279,0.006115539465099573,0.005397349130362272,0.9654272794723511
off,10.44,10.76,0.9931871891021729,0,0.0066156648099422455,0.006474786438047886,0.006236006040126085,0.00605604937300086,0.007690033875405788,0.006587558425962925,0.9717649221420288
the,10.76,10.96,0.9976645708084106,0,0.008247612044215202,0.005282511468976736,0.006447818595916033,0.004744778387248516,0.00679372763261199,0.009003249928355217,0.9722495675086975
street,10.96,11.32,0.9941031336784364,0,0.006070207338780165,0.012614313513040543,0.008229834027588367,0.004323708824813366,0.005850518122315407,0.005273603834211826,0.954857349395752
gotta,12.16,12.36,0.859232097864151,0,0.006442309822887182,0.010787533596158028,0.008281175047159195,0.004903874360024929,0.006247452460229397,0.0047503504902124405,0.9664655923843384
be,12.36,12.52,0.9976449608802797,0,0.007620243821293116,0.02366478368639946,0.007358901668339968,0.004191016778349876,0.004163212608546019,0.004475391935557127,0.9431260228157043
handy,12.52,12.78,0.9947593808174132,0,0.007742326706647873,0.0074000186286866665,0.008045097813010216,0.004895119462162256,0.006350459530949593,0.006245034281164408,0.9721946716308594
with,12.78,12.96,0.9983083009719848,0,0.007223036140203476,0.0052732317708432674,0.008505924604833126,0.005196309648454189,0.006106668617576361,0.00958211813122034,0.9745029211044312
the,12.96,13.12,0.9948030114173888,0,0.008407263085246086,0.008663232438266277,0.006356784608215094,0.005062286276370287,0.006447039544582367,0.00533661525696516,0.9732112288475037
steal,13.12,13.34,0.4618125855922699,0,0.0071214488707482815,0.008533488027751446,0.006108188536018133,0.0056634084321558475,0.007146807853132486,0.005446047987788916,0.9709562063217163
if,13.34,13.52,0.7037243247032166,0,0.006429421715438366,0.005632051732391119,0.006097889039665461,0.0064719985239207745,0.008499296382069588,0.008954501710832119,0.974616289138794
you,13.52,13.62,0.9670720100402832,0,0.007110028062015772,0.006138889119029045,0.005690003279596567,0.007607356645166874,0.006987967994064093,0.07807475328445435,0.8641836047172546
know,13.62,13.74,0.9858065843582152,0,0.006463888566941023,0.011354448273777962,0.007367767859250307,0.005920763127505779,0.0067939143627882,0.004452577792108059,0.9676181674003601
what,13.74,13.84,0.98690664768219,0,0.007423219736665487,0.00966024398803711,0.00725384708493948,0.005018382333219051,0.009276436641812325,0.003782313782721758,0.9672119617462158
i,13.84,13.92,0.9586695432662964,0,0.008019174449145794,0.009553581476211548,0.006591978948563337,0.005414691288024187,0.008052303455770016,0.004249267280101776,0.9725668430328369
mean,13.92,14.02,0.997643768787384,0,0.008138909004628658,0.007623306009918451,0.006218654103577137,0.005360946524888277,0.0072997440584003925,0.00560425128787756,0.9740695357322693
earn,14.16,14.2,0.8563140034675598,0,0.0079732034355402,0.007479059509932995,0.006096264347434044,0.006020950153470039,0.006937537342309952,0.0060036214999854565,0.9734041094779968
your,14.2,14.36,0.9226628541946412,0,0.008396131917834282,0.008062620647251606,0.005588578525930643,0.0053069875575602055,0.006128326058387756,0.007788565941154957,0.9667177200317383
keep,14.36,14.7,0.8709439635276794,0,0.008319767192006111,0.007754589896649122,0.006293449550867081,0.004613549914211035,0.0063392398878932,0.009136372245848179,0.9616765975952148
regulators,16.620000000000005,17.1,0.9198141396045684,0,0.0073155895806849,0.005327882245182991,0.006753312889486551,0.006053504068404436,0.006039602216333151,0.011017285287380219,0.9663098454475403
mauna,18.680000000000003,19.16,0.2275933027267456,0,0.006719305645674467,0.012089304625988007,0.007293661590665579,0.004565684590488672,0.006575231906026602,0.0047087413258850574,0.9449007511138916
it,19.96,19.96,0.4364575743675232,0,0.008610890246927738,0.0066154771484434605,0.007550166919827461,0.004975307732820511,0.0061508724465966225,0.0069770608097314835,0.9748650789260864
was,19.96,20.2,0.997994065284729,0,0.006843683309853077,0.006648325826972723,0.009739534929394722,0.005463351495563984,0.006881479639559984,0.005587338469922543,0.9767309427261353
a,20.2,20.38,0.9938934445381165,0,0.008471458218991756,0.009726817719638348,0.007688179146498442,0.0052178604528307915,0.006199202965945005,0.004712839610874653,0.9729318618774414
clear,20.38,20.6,0.9966940879821776,0,0.007015348877757788,0.00874505378305912,0.010147017426788807,0.004976819735020399,0.0056677390821278095,0.004658724181354046,0.9684138298034668
black,20.6,20.88,0.8582237958908081,0,0.00794894713908434,0.006898229941725731,0.008006708696484566,0.0049806274473667145,0.007084369659423828,0.006143423728644848,0.977351725101471
night,20.88,21.26,0.9537595510482788,0,0.006985906977206469,0.005877671297639608,0.00951430480927229,0.005419007036834955,0.0066896057687699795,0.0073438724502921104,0.9781007766723633
a,21.46,21.6,0.9579936265945436,0,0.006973836570978165,0.007726360112428665,0.009775832295417786,0.004851099569350481,0.005975521635264158,0.005822142586112022,0.9762529730796814
clear,21.6,21.8,0.9973887801170348,0,0.006828228011727333,0.0077358270063996315,0.011266269721090794,0.004903802648186684,0.005531323608011007,0.006032533477991819,0.9732683897018433
white,21.8,22.1,0.9869295358657836,0,0.006854283157736063,0.00656922347843647,0.008874131366610527,0.005878404248505831,0.006470401771366596,0.005944235250353813,0.977554440498352
moon,22.1,22.46,0.9627927541732788,0,0.005617713555693626,0.007967778481543064,0.010901963338255882,0.005497485399246216,0.004632967058569193,0.012123036198318005,0.9574376344680786
warren,22.46,22.76,0.5446004271507263,0,0.005242577753961086,0.0058178408071398735,0.008898493833839893,0.006199714262038469,0.005805380176752806,0.028502441942691803,0.946807861328125
g,22.76,22.96,0.9718132019042968,0,0.008137249387800694,0.007180283777415752,0.007507890462875366,0.0053762816824018955,0.006136460695415735,0.006523333489894867,0.9713786840438843
was,22.96,23.12,0.8145298957824707,0,0.008529518730938435,0.007645037490874529,0.0083048390224576,0.00505157420411706,0.005839288234710693,0.005649503320455551,0.9780473113059998
on,23.12,23.32,0.9963204860687256,0,0.007543216459453106,0.007895558141171932,0.007769489195197821,0.005749265197664499,0.006553418003022671,0.005580970551818609,0.9764665961265564
the,23.32,23.52,0.998827874660492,0,0.008734378963708878,0.009889296256005764,0.006700289435684681,0.004214955028146505,0.006838534958660603,0.004290324170142412,0.9643557071685791
streets,23.52,23.82,0.9716047644615172,0,0.007361078634858131,0.007174792233854532,0.006348669994622469,0.003969303332269192,0.013381254859268665,0.0059401486068964005,0.9555990695953369
trying,23.82,24.28,0.6097798943519592,0,0.0076682292856276035,0.005962193012237549,0.007245553191751242,0.005122807342559099,0.00799244362860918,0.0059823086485266685,0.9769923686981201
to,24.28,24.52,0.9973438382148744,0,0.006015279795974493,0.004335404839366674,0.009069008752703667,0.005984140560030937,0.008751388639211655,0.009263534098863602,0.9749549627304077
consume,24.52,25.04,0.9973723888397216,0,0.01203512866050005,0.016070306301116943,0.8034930229187012,0.014555045403540134,0.03624824807047844,0.012821370735764503,0.140004962682724
some,25.04,25.36,0.9004437923431396,0,0.004564902279525995,0.004302220419049263,0.04083019495010376,0.006618160288780928,0.012877688743174076,0.005383043084293604,0.9351499080657959
skurts,25.36,25.64,0.3953523884216944,0,0.00415970291942358,0.0050818524323403835,0.0654570609331131,0.006464485079050064,0.01288172509521246,0.006682537030428648,0.8944491147994995
for,25.64,25.84,0.9885039925575256,0,0.006674186326563358,0.0072542703710496426,0.014135492034256458,0.005515621043741703,0.006864928640425205,0.005136652383953333,0.9698916077613831
the,25.84,26.06,0.9855945110321044,0,0.005461781285703182,0.005924859084188938,0.014724395237863064,0.006406555883586407,0.008855781517922878,0.005918159615248442,0.9661052823066711
e,26.06,26.22,0.2751737236976623,0,0.006336546503007412,0.0068341027945280075,0.007643138524144888,0.005532559007406235,0.008102328516542912,0.006749805528670549,0.9765997529029846
so,26.22,26.56,0.4690609872341156,0,0.007145282346755266,0.006727292668074369,0.0074831475503742695,0.005383375566452742,0.009180801920592785,0.005239500198513269,0.9775041341781616
i,26.56,26.78,0.952378749847412,0,0.007022935897111893,0.007850457914173603,0.007117677479982376,0.005072663072496653,0.008725201711058617,0.004912626463919878,0.9726284146308899
could,26.78,26.94,0.9484084248542786,0,0.006248476915061474,0.007283255457878113,0.00912381336092949,0.004823768977075815,0.007447449490427971,0.00562847126275301,0.967881441116333
get,26.94,27.1,0.9970013499259948,0,0.0037870891392230988,0.018113989382982254,0.08001521229743958,0.006528106983751059,0.006924793124198914,0.0037472681142389774,0.6712999939918518
some,27.1,27.34,0.9984475374221802,0,0.006555765401571989,0.008919541724026203,0.00832128245383501,0.005058042239397764,0.005958605092018843,0.005954810418188572,0.9656575322151184
phones,27.34,27.78,0.0133026568219065,0,0.007520546671003103,0.008404775522649288,0.007095078006386757,0.005529511254280806,0.005976317450404167,0.006000727880746126,0.9726738929748535
rolling,27.78,28.16,0.6985129117965698,0,0.005693940911442041,0.010437563061714172,0.009260306134819984,0.005085787735879421,0.005827073939144611,0.00508354464545846,0.9680829048156738
in,28.16,28.38,0.9243022799491882,0,0.0068680597469210625,0.005633533466607332,0.008327918127179146,0.00619848957285285,0.009910487569868565,0.004691890440881252,0.9723131060600281
my,28.38,28.54,0.9091424345970154,0,0.005027223844081163,0.015260281972587109,0.012093575671315193,0.004315460100769997,0.005782540421932936,0.004275763873010874,0.9464924931526184
ride,28.54,28.9,0.9552785158157348,0,0.005612851120531559,0.009207982569932938,0.011393831111490726,0.004494691267609596,0.006886692252010107,0.005244413390755653,0.9665567874908447
chilling,29.14,29.38,0.3906785249710083,0,0.0060541038401424885,0.007314381189644337,0.010267658159136772,0.004819181282073259,0.007143682334572077,0.006179713178426027,0.9705109000205994
all,29.38,29.66,0.987854301929474,0,0.00661162706092,0.006872029043734074,0.009019150398671627,0.0051629748195409775,0.008829459547996521,0.005757447797805071,0.9728804230690002
alone,29.66,30.04,0.8191119432449341,0,0.0071046240627765656,0.008174692280590534,0.007197306025773287,0.005482970736920834,0.007870970293879509,0.005559644661843777,0.9736218452453613
just,30.22,30.34,0.4376049637794494,0,0.007919731549918652,0.009443138726055622,0.006185965146869421,0.00495351105928421,0.010071491822600365,0.005156317260116339,0.9723708033561707
hit,30.34,30.56,0.9923700094223022,0,0.004223522264510393,0.011679356917738914,0.013615397736430168,0.005181226879358292,0.007964830845594406,0.004206513985991478,0.9586421847343445
the,30.56,30.78,0.9747785329818726,0,0.0060325609520077705,0.008079903200268745,0.011705145239830017,0.004666655324399471,0.006850184872746468,0.004857908468693495,0.9708935618400574
east,30.78,31.02,0.6930178999900818,0,0.005961854476481676,0.012494227848947048,0.009660398587584496,0.004628307651728392,0.006009295582771301,0.004357648082077503,0.9605466723442078
side,31.02,31.36,0.9826841950416564,0,0.008507514372467995,0.007154396735131741,0.007083514705300331,0.005227527115494013,0.006759172771126032,0.005311832297593355,0.9749348759651184
of,31.36,31.52,0.990669846534729,0,0.0083057451993227,0.007572473958134651,0.007563140708953142,0.005143553018569946,0.00639342563226819,0.005542584229260683,0.9774168729782104
the,31.52,31.68,0.9943013191223145,0,0.008021902292966843,0.007375988643616438,0.0066604516468942165,0.005478014703840017,0.0072692446410655975,0.005759820807725191,0.9798041582107544
lbc,31.68,32.42,0.9555994868278505,0,0.007995600812137127,0.006452750414609909,0.007459072396159172,0.005347652360796928,0.006890385411679745,0.006325582507997751,0.9808810949325562
on,32.42,32.78,0.6379860639572144,0,0.008008102886378765,0.0062771025113761425,0.007458528969436884,0.005257477052509785,0.006920744199305773,0.00669520627707243,0.9800686836242676
a,32.78,32.92,0.9349644780158995,0,0.007941299118101597,0.006894700229167938,0.006593228783458471,0.005749403964728117,0.0076067447662353516,0.0058756740763783455,0.9789257049560547
mission,32.92,33.12,0.998723328113556,0,0.006541346665471792,0.005724004469811916,0.007142133079469204,0.005296903196722269,0.009927542880177498,0.00657316017895937,0.9761478900909424
trying,33.12,33.38,0.7967016100883484,0,0.006204826291650534,0.0053116511553525925,0.008246769197285175,0.004999076947569847,0.00983336940407753,0.007132071070373058,0.9727922081947327
to,33.38,33.52,0.9944936633110046,0,0.006117305252701044,0.005226366687566042,0.007931552827358246,0.0051738000474870205,0.00812288373708725,0.008300856687128544,0.9736045598983765
find,33.52,33.8,0.9895612597465516,0,0.007650071755051613,0.0058242459781467915,0.007179261185228825,0.005454013589769602,0.008989229798316956,0.005928109399974346,0.9781522154808044
mr,33.8,34.14,0.9249368906021118,0,0.0070710135623812675,0.005743865389376879,0.0071374885737895966,0.005530038382858038,0.007855193689465523,0.007645049132406712,0.9780711531639099
warren,34.24,34.54,0.9591270685195924,0,0.007769710384309292,0.007269112393260002,0.00478497426956892,0.004777148365974426,0.006318665109574795,0.04112718999385834,0.9284996390342712
g,34.54,34.94,0.9566465616226196,0,0.008535843342542648,0.008246831595897675,0.0074273874051868916,0.004887054208666086,0.005126488395035267,0.008026327937841415,0.9641612768173218
seen,35.18,35.28,0.8139207363128662,0,0.007626108359545469,0.006009913049638271,0.008928653784096241,0.0047071524895727634,0.00628696708008647,0.007536088116466999,0.9736239910125732
a,35.28,35.48,0.9935577511787416,0,0.006569901946932077,0.008210329338908195,0.009314372204244137,0.0049013784155249596,0.0067871022038161755,0.005497048143297434,0.9730668663978577
car,35.48,35.7,0.7068604826927185,0,0.008118255995213985,0.0063172196969389915,0.009152257815003395,0.00544365169480443,0.006441785488277674,0.005695533473044634,0.9791592359542847
full,35.7,35.9,0.9819098711013794,0,0.00789218582212925,0.006110464222729206,0.00825714971870184,0.005402694456279278,0.00685156648978591,0.00600384920835495,0.9797220230102539
of,35.9,36.06,0.9872953295707704,0,0.007644325960427523,0.005409670528024435,0.008224083110690117,0.005953072104603052,0.007313903886824846,0.006007071118801832,0.9789164066314697
girls,36.06,36.38,0.9919066429138184,0,0.00954352505505085,0.009655381552875042,0.006163609214127064,0.005885966122150421,0.006013386882841587,0.00409978162497282,0.9726501703262329
aint,36.5,36.58,0.7699856460094452,0,0.008133197203278542,0.013878773897886276,0.005357751157134771,0.006465061102062464,0.005824259947985411,0.003559272503480315,0.9543611407279968
no,36.58,36.72,0.9916613101959229,0,0.013076556846499443,0.02537793293595314,0.004659302998334169,0.005101512186229229,0.004126712679862976,0.0031301083508878946,0.91778165102005
need,36.72,36.96,0.9954935312271118,0,0.007201433647423983,0.016315145418047905,0.0057943654246628284,0.0047664763405919075,0.008457902818918228,0.0032577700912952423,0.9584519267082214
to,36.96,37.14,0.9939296245574952,0,0.00726274074986577,0.011059136129915714,0.0065719312988221645,0.004595497157424688,0.008494912646710873,0.0038852624129503965,0.9684847593307495
tweak,37.14,37.54,0.731290876865387,0,0.004148093052208424,0.007366550620645285,0.010600684210658073,0.010118823498487473,0.018459858372807503,0.004485251847654581,0.916678249835968
all,37.7,37.74,0.8839948177337646,0,0.005517444107681513,0.007543359883129597,0.006478640716522932,0.009317021816968918,0.009459169581532478,0.004970087204128504,0.9543828368186951
you,37.74,37.9,0.7573938965797424,0,0.006887937895953655,0.005110688041895628,0.006666590925306082,0.006144661922007799,0.007741880137473345,0.010465209372341633,0.9737529158592224
skirts,37.9,38.2,0.4018848240375519,0,0.008945371024310589,0.00975178461521864,0.005832291208207607,0.005495207849889994,0.006812759209424257,0.004723378922790289,0.9676077961921692
know,38.2,38.44,0.976155400276184,0,0.008025879971683025,0.01129373162984848,0.0068801757879555225,0.0063161300495266914,0.005985780153423548,0.0048597948625683784,0.9673978686332703
whats,38.44,38.74,0.9841863811016084,0,0.007999024353921413,0.01205071434378624,0.006230131722986698,0.005208206828683615,0.006085309665650129,0.00431362260133028,0.9641072154045105
up,38.74,38.9,0.9974588751792908,0,0.008090618066489697,0.010368513874709606,0.007216105703264475,0.004447197541594505,0.0061128889210522175,0.004449822474271059,0.9700226187705994
with,38.9,39.16,0.9704424142837524,0,0.007725252769887447,0.010746518149971962,0.006776333320885897,0.0043098172172904015,0.006410378031432629,0.0046359277330338955,0.9684531092643738
213,39.16,39.7,0.6431558728218079,0,0.006924894172698259,0.008044350892305374,0.00876727793365717,0.004652183968573809,0.007170731667429209,0.005252434406429529,0.974043071269989
so,40.14,40.3,0.9268909692764282,0,0.006658083293586969,0.007207395974546671,0.008742015808820724,0.0047417376190423965,0.007969565689563751,0.005397791974246502,0.972674548625946
i,40.3,40.44,0.88556307554245,0,0.005272031296044588,0.006713427137583494,0.013170779682695866,0.004809275735169649,0.009478247724473476,0.005461178254336119,0.9634191393852234
hooked,40.44,40.7,0.4850721657276153,0,0.005401180125772953,0.006550041493028402,0.01077638566493988,0.005440702196210623,0.009896391071379185,0.005388184916228056,0.9720712900161743
the,40.7,40.88,0.2164892554283142,0,0.005230464041233063,0.008006973192095757,0.010546045377850533,0.004981133155524731,0.00927968043833971,0.005146137438714504,0.9665193557739258
left,40.88,41.2,0.9567146301269532,0,0.005420779809355736,0.008963494561612606,0.009441795758903027,0.005289511755108833,0.007949255406856537,0.0051391939632594585,0.9704896807670593
on,41.2,41.58,0.8862957954406738,0,0.007567164022475481,0.006849601399153471,0.008052940480411053,0.005501400213688612,0.007063122931867838,0.005962229799479246,0.9791387915611267
21,41.58,42.04,0.6122246384620667,0,0.0067410520277917385,0.006919623352587223,0.008264266885817051,0.005166792310774326,0.00821378268301487,0.0055447956547141075,0.9785597920417786
and,42.04,42.32,0.6922098398208618,0,0.0068376031704247,0.006556986831128597,0.007799410726875067,0.005277247633785009,0.006976607721298933,0.006389619782567024,0.9777938723564148
louis,42.32,42.58,0.1365078836679458,0,0.007273987401276827,0.005725059658288956,0.008146614767611027,0.0055954838171601295,0.006892313249409199,0.0062057748436927795,0.9778979420661926
some,42.78,42.94,0.9393416047096252,0,0.009052513167262077,0.007562035229057074,0.006234575994312763,0.005823064129799604,0.006978266406804323,0.005049576051533222,0.9767191410064697
brother,42.94,43.14,0.6668795943260193,0,0.010473567061126232,0.019261527806520462,0.006255403161048889,0.005313062109053135,0.004993157926946878,0.004034489393234253,0.9488742351531982
shooting,43.14,43.52,0.7142108082771301,0,0.01037517562508583,0.010087210685014725,0.005390138365328312,0.004277243744581938,0.006329497788101435,0.006810224149376154,0.9650623798370361
down,43.52,43.74,0.3665074110031128,0,0.009071807377040386,0.01153565663844347,0.006406158208847046,0.004272614140063524,0.0059448410756886005,0.00562380300834775,0.9656779766082764
so,43.74,44.02,0.3166714310646057,0,0.006692676339298487,0.01099932286888361,0.008732327260077,0.004226380493491888,0.007247566245496273,0.005001515615731478,0.9533600211143494
i,44.02,44.18,0.9752829670906068,0,0.006551332771778107,0.0082041434943676,0.00843369122594595,0.004629265516996384,0.007893302477896214,0.005724521819502115,0.9713618159294128
said,44.18,44.4,0.9963886737823486,0,0.006206901744008064,0.008989302441477776,0.007791588548570871,0.005771957337856293,0.008644402027130127,0.004283167887479067,0.9666124582290649
lets,44.4,44.82,0.7468378692865372,0,0.006373987533152103,0.00838975515216589,0.007395424880087376,0.006288817618042231,0.007002985570579767,0.004804820753633976,0.9657136797904968
do,44.82,45.0,0.9985053539276124,0,0.006633871700614691,0.009213095530867577,0.007740155793726444,0.00502963550388813,0.007472067140042782,0.005095666274428368,0.9681721925735474
this,45.0,45.24,0.9979864358901978,0,0.006926639936864376,0.007615477778017521,0.006597705185413361,0.004659084603190422,0.008731895126402378,0.005838814657181501,0.9654935002326965
i,45.38,45.42,0.982200026512146,0,0.008228077553212643,0.008728786371648312,0.013375326059758663,0.005311971064656973,0.06147318333387375,0.006093685049563646,0.8382461071014404
jumped,45.42,45.7,0.9965043067932128,0,0.008635323494672775,0.008468971587717533,0.007598559837788343,0.0046936990693211555,0.007047600112855434,0.004807920195162296,0.9718613624572754
out,45.7,45.94,0.6359306573867798,0,0.009420239366590977,0.007866744883358479,0.009685490280389786,0.005565320607274771,0.04205222800374031,0.004688916262239218,0.9229016900062561
the,45.94,46.1,0.9646154046058656,0,0.007516686804592609,0.0063830530270934105,0.008857592940330505,0.004875424783676863,0.012706725858151913,0.004770356696099043,0.9695929288864136
ride,46.1,46.38,0.8587598204612732,0,0.006831418257206678,0.007244232576340437,0.00948570016771555,0.005454288329929113,0.0071083554066717625,0.005112411919981241,0.9759666323661804
and,46.38,46.72,0.9305720329284668,0,0.006569409742951393,0.0066813030280172825,0.008573483675718307,0.005779775325208902,0.008339649066329002,0.0058040008880198,0.9765522480010986
said,46.72,46.9,0.9895054697990416,0,0.0054154484532773495,0.006821770686656237,0.008716010488569736,0.00699720811098814,0.00862051360309124,0.005669827573001385,0.9733161330223083
whats,46.9,47.3,0.8528392910957336,0,0.007086493540555239,0.00802651047706604,0.007659174036234617,0.0059628975577652454,0.008286346681416035,0.004498335067182779,0.9763934016227722
up,47.3,47.54,0.9974986910820008,0,0.0073975613340735435,0.008293358609080315,0.0072191939689219,0.005281774792820215,0.006702777463942766,0.005174565594643354,0.9718399047851562
some,47.76,48.0,0.9906873106956482,0,0.00784470234066248,0.009354467503726482,0.006531874183565378,0.0048546334728598595,0.005737248808145523,0.005683402996510267,0.966443657875061
brothers,48.0,48.28,0.6733449101448059,0,0.007127601653337479,0.014227133244276047,0.008640014566481113,0.00491894269362092,0.005089270882308483,0.004730514716356993,0.9575520753860474
pulled,48.28,48.48,0.6639869809150696,0,0.008655634708702564,0.010895563289523125,0.00697057181969285,0.005019454285502434,0.006137460935860872,0.004532001446932554,0.9673457741737366
some,48.48,48.7,0.9873319268226624,0,0.00687604583799839,0.01732756569981575,0.010009723715484142,0.005306196864694357,0.004337861202657223,0.004738016985356808,0.9405083060264587
gas,48.7,48.88,0.5156011581420898,0,0.003610581625252962,0.017904814332723618,0.026153290644288063,0.006814895197749138,0.006750809494405985,0.005959667731076479,0.8264472484588623
so,48.88,49.14,0.9002293348312378,0,0.004569925367832184,0.013006219640374184,0.015586156398057938,0.004284561611711979,0.006027699913829565,0.004683805163949728,0.9255653619766235
i,49.14,49.28,0.9802204370498656,0,0.005323157180100679,0.011754556559026241,0.012780258432030678,0.004537077154964209,0.006383066065609455,0.004407127387821674,0.9578098654747009
said,49.28,49.52,0.9865167140960692,0,0.007979116402566433,0.009243614040315151,0.0065278527326881886,0.004910110030323267,0.012822909280657768,0.004061412066221237,0.962873101234436
im,49.52,49.92,0.9303986430168152,0,0.013909727334976196,0.879104733467102,0.010268094018101692,0.006695562042295933,0.004469048231840134,0.0027392820920795202,0.10523079335689545
pissed,49.92,50.1,0.6906816363334656,0,0.013822358101606369,0.9422139525413513,0.01419037114828825,0.009678338654339314,0.005337410140782595,0.0033442398998886347,0.05190557986497879
up,50.1,50.34,0.7606103420257568,0,0.012723049148917198,0.9224117398262024,0.014920899644494057,0.019168775528669357,0.005123755894601345,0.00302878231741488,0.05425640568137169
these,50.46,50.46,0.3255552351474762,0,0.01622447930276394,0.6215123534202576,0.006745200138539076,0.007316697854548693,0.00293983262963593,0.00219177664257586,0.24325382709503174
girls,50.46,50.8,0.9673101902008056,0,0.00893452949821949,0.00850528571754694,0.007642821408808231,0.005399847868829966,0.005941465962678194,0.005640445742756128,0.9694811105728149
peeping,50.8,51.1,0.7229374647140503,0,0.010148080997169018,0.007187871262431145,0.005810801405459642,0.006733415648341179,0.006646685302257538,0.004529302474111319,0.9692420959472656
me,51.1,51.48,0.3217019438743591,0,0.00938540231436491,0.006964392494410276,0.005437877029180527,0.007532854564487934,0.007704121991991997,0.004626184236258268,0.9676432013511658
im,51.58,51.68,0.9782802760601044,0,0.005445043556392193,0.004446234554052353,0.007944128476083279,0.00534108467400074,0.007618607487529516,0.01517767645418644,0.9639783501625061
on,51.68,51.78,0.7008695006370544,0,0.004790184088051319,0.005007218569517136,0.02966000884771347,0.004819766618311405,0.011206570081412792,0.005246152635663748,0.9375747442245483
glide,51.78,52.06,0.6863212734460831,0,0.004199666902422905,0.006835064385086298,0.0783444344997406,0.005320132710039616,0.009221433661878109,0.004144789185374975,0.8863341212272644
and,52.06,52.26,0.7678819894790649,0,0.004954257979989052,0.006674972828477621,0.009100827388465405,0.005322192795574665,0.006554259918630123,0.010159453377127647,0.9631089568138123
swerve,52.26,52.52,0.9681240618228912,0,0.005382410250604153,0.0062314183451235294,0.008328055962920189,0.005093345884233713,0.008121739141643047,0.009390913881361485,0.9675874710083008
these,52.66,52.76,0.974891185760498,0,0.011229747906327248,0.10181064903736115,0.013475513085722923,0.03566240519285202,0.00380100985057652,0.005286103580147028,0.36176711320877075
hookers,52.76,53.0,0.952871471643448,0,0.012844549492001534,0.2370525300502777,0.008403781801462173,0.20774593949317932,0.004197278525680304,0.003832960734143853,0.1171305775642395
looking,53.0,53.24,0.9209706783294678,0,0.015972008928656578,0.11664468795061111,0.006126975640654564,0.3337334990501404,0.004002516623586416,0.005644132383167744,0.15913711488246918
so,53.24,53.48,0.9966264963150024,0,0.011018439196050167,0.2562490999698639,0.07079320400953293,0.6574826240539551,0.009021127596497536,0.006088359281420708,0.03321956470608711
