word,start,end,prob,explicit
rolling,27.78,28.16,0.6985129117965698,0
in,28.16,28.38,0.9243022799491882,0
my,28.38,28.54,0.9091424345970154,0
ride,28.54,28.9,0.9552785158157349,0
chilling,29.14,29.38,0.3906785249710083,0
all,29.38,29.66,0.9878543019294739,0
alone,29.66,30.04,0.8191119432449341,0
just,30.22,30.34,0.43760496377944946,0
hit,30.34,30.56,0.9923700094223022,0
the,30.56,30.78,0.9747785329818726,0
east,30.78,31.02,0.6930178999900818,0
side,31.02,31.36,0.9826841950416565,0
of,31.36,31.52,0.990669846534729,0
the,31.52,31.68,0.9943013191223145,0
lbc,31.68,32.42,0.9555994868278503,0
on,32.42,32.78,0.6379860639572144,0
a,32.78,32.92,0.9349644780158997,0
mission,32.92,33.12,0.9987233281135559,0
trying,33.12,33.38,0.7967016100883484,0
to,33.38,33.52,0.9944936633110046,0
find,33.52,33.8,0.9895612597465515,0
mr,33.8,34.14,0.9249368906021118,0
warren,34.24,34.54,0.9591270685195923,0
g,34.54,34.94,0.9566465616226196,0
seen,35.18,35.28,0.8139207363128662,0
a,35.28,35.48,0.9935577511787415,0
car,35.48,35.7,0.7068604826927185,0
full,35.7,35.9,0.9819098711013794,0
of,35.9,36.06,0.9872953295707703,0
girls,36.06,36.38,0.9919066429138184,0
aint,36.5,36.58,0.7699856460094452,0
no,36.58,36.72,0.9916613101959229,0
need,36.72,36.96,0.9954935312271118,0
to,36.96,37.14,0.9939296245574951,0
tweak,37.14,37.54,0.731290876865387,0
all,37.7,37.74,0.8839948177337646,0
you,37.74,37.9,0.7573938965797424,0
skirts,37.9,38.2,0.4018848240375519,0
know,38.2,38.44,0.9761554002761841,0
whats,38.44,38.74,0.9841863811016083,0
up,38.74,38.9,0.9974588751792908,0
with,38.9,39.16,0.9704424142837524,0
213,39.16,39.7,0.6431558728218079,0
so,40.14,40.3,0.9268909692764282,0
i,40.3,40.44,0.88556307554245,0
hooked,40.44,40.7,0.48507216572761536,0
the,40.7,40.88,0.2164892554283142,0
left,40.88,41.2,0.9567146301269531,0
on,41.2,41.58,0.8862957954406738,0
21,41.58,42.04,0.6122246384620667,0
and,42.04,42.32,0.6922098398208618,0
louis,42.32,42.58,0.13650788366794586,0
some,42.78,42.94,0.9393416047096252,0
brother,42.94,43.14,0.6668795943260193,0
shooting,43.14,43.52,0.7142108082771301,0
down,43.52,43.74,0.3665074110031128,0
so,43.74,44.02,0.3166714310646057,0
i,44.02,44.18,0.9752829670906067,0
said,44.18,44.4,0.9963886737823486,0
lets,44.4,44.82,0.7468378692865372,0
do,44.82,45.0,0.9985053539276123,0
this,45.0,45.24,0.9979864358901978,0
i,45.38,45.42,0.982200026512146,0
jumped,45.42,45.7,0.9965043067932129,0
out,45.7,45.94,0.6359306573867798,0
the,45.94,46.1,0.9646154046058655,0
ride,46.1,46.38,0.8587598204612732,0
and,46.38,46.72,0.9305720329284668,0
said,46.72,46.9,0.9895054697990417,0
whats,46.9,47.3,0.8528392910957336,0
up,47.3,47.54,0.9974986910820007,0
some,47.76,48.0,0.9906873106956482,0
brothers,48.0,48.28,0.6733449101448059,0
pulled,48.28,48.48,0.6639869809150696,0
some,48.48,48.7,0.9873319268226624,0
gas,48.7,48.88,0.5156011581420898,0
so,48.88,49.14,0.9002293348312378,0
i,49.14,49.28,0.9802204370498657,0
said,49.28,49.52,0.9865167140960693,0
im,49.52,49.92,0.9303986430168152,0
pissed,49.92,50.1,0.6906816363334656,0
up,50.1,50.34,0.7606103420257568,0
these,50.46,50.46,0.3255552351474762,0
girls,50.46,50.8,0.9673101902008057,0
peeping,50.8,51.1,0.7229374647140503,0
me,51.1,51.48,0.32170194387435913,0
im,51.58,51.68,0.9782802760601044,0
on,51.68,51.78,0.7008695006370544,0
glide,51.78,52.06,0.6863212734460831,0
and,52.06,52.26,0.7678819894790649,0
swerve,52.26,52.52,0.9681240618228912,0
these,52.66,52.76,0.974891185760498,0
hookers,52.76,53.0,0.9528714716434479,0
looking,53.0,53.24,0.9209706783294678,0
so,53.24,53.48,0.9966264963150024,0
hard,53.48,53.74,0.996100664138794,0
they,53.74,53.96,0.6744945645332336,0
straight,53.96,54.28,0.9652760624885559,0
hit,54.28,54.56,0.9888207912445068,0
the,54.56,54.86,0.9977656602859497,0
curb,54.86,55.22,0.8966024518013,0
want,55.22,55.42,0.12332090735435486,0
to,55.42,55.6,0.7329288721084595,0
pick,55.6,55.76,0.9032835364341736,0
up,55.76,55.94,0.9633774161338806,0
better,55.94,56.14,0.9731618165969849,0
things,56.14,56.48,0.9881594181060791,0
than,56.48,56.68,0.7983176708221436,0
some,56.68,56.88,0.9848665595054626,0
horny,56.88,57.24,0.9903258085250854,0
tricks,57.24,57.56,0.7507301568984985,0
i,57.62,57.78,0.976163923740387,0
see,57.78,57.92,0.9570947289466858,0
my,57.92,58.12,0.978557288646698,0
homie,58.12,58.42,0.9640234708786011,0
and,58.42,58.58,0.938137948513031,0
some,58.58,58.76,0.9919431209564209,0
suckers,58.76,59.08,0.9400729537010193,0
all,59.08,59.34,0.9723570346832275,0
in,59.34,59.54,0.9860791563987732,0
his,59.54,59.72,0.9899845123291016,0
mix,59.72,60.06,0.9066962003707886,0
im,60.54,60.66,0.9135965704917908,0
getting,60.66,60.94,0.8521115779876709,0
jacked,60.94,61.48,0.9426398575305939,0
im,61.68,61.86,0.9825999736785889,0
breaking,61.86,62.04,0.9433746337890625,0
myself,62.04,62.66,0.7058831453323364,0
i,63.0,63.1,0.9819918274879456,0
cant,63.1,63.42,0.9951870441436768,0
believe,63.42,63.82,0.9930956959724426,0
they,63.82,64.32,0.517617404460907,0
taking,64.32,64.66,0.621794581413269,0
warrens,64.66,65.22,0.8552859425544739,0
wealth,65.22,65.34,0.9314450621604919,0
they,65.48,65.6,0.9887851476669312,0
took,65.6,65.82,0.9967796206474304,0
my,65.82,66.1,0.997927188873291,0
rings,66.1,66.44,0.7662829160690308,0
they,66.66,66.84,0.9565162062644958,0
took,66.84,67.02,0.9976330995559692,0
my,67.02,67.28,0.9977025389671326,0
rolex,67.28,67.78,0.9310122728347778,0
i,67.94,68.1,0.9940958023071289,0
looked,68.1,68.32,0.9725750088691711,0
at,68.32,68.56,0.9797022938728333,0
the,68.56,68.74,0.9774651527404785,0
brother,68.74,68.96,0.8005185127258301,0
said,68.96,69.28,0.4793652892112732,0
damn,69.28,69.66,0.1560407429933548,0
whats,69.66,70.08,0.7526556253433228,0
next,70.08,70.24,0.9849305152893066,0
they,70.4,70.4,0.8903578519821167,0
got,70.4,70.5,0.9848067164421082,0
my,70.5,70.68,0.9902731776237488,0
homie,70.68,71.02,0.991288036108017,0
hemmed,71.02,71.36,0.7295103520154953,0
up,71.36,71.52,0.9907904863357544,0
and,71.52,71.74,0.8656173944473267,0
they,71.74,71.9,0.9913793802261353,0
all,71.9,72.24,0.9850896596908569,0
around,72.24,72.7,0.9967228770256042,0
cant,72.8,72.96,0.737851545214653,0
help,72.96,73.02,0.28409507870674133,0
but,73.02,73.12,0.41492822766304016,0
see,73.12,73.34,0.9005667567253113,0
him,73.34,73.48,0.6277337074279785,0
if,73.48,73.62,0.7266026735305786,0
they,73.62,73.78,0.9851245880126953,0
going,73.78,74.0,0.8058937191963196,0
straight,74.0,74.3,0.9707762598991394,0
down,74.3,74.68,0.9699015617370605,0
for,74.68,74.9,0.9089696407318115,0
pound,74.9,75.12,0.3068128228187561,0
they,75.26,75.38,0.978921115398407,0
wanna,75.38,75.58,0.446018248796463,0
come,75.58,75.84,0.987331211566925,0
up,75.84,76.04,0.9938492178916931,0
real,76.04,76.22,0.9875539541244507,0
quick,76.22,76.48,0.9979118704795837,0
before,76.48,76.74,0.8466843962669373,0
they,76.74,76.98,0.990160346031189,0
start,76.98,77.24,0.9948339462280273,0
to,77.24,77.44,0.9406418204307556,0
clown,77.44,77.72,0.9438577890396118,0
i,77.84,77.96,0.9784164428710938,0
best,77.96,78.18,0.8062027096748352,0
pull,78.18,78.36,0.9005209803581238,0
out,78.36,78.52,0.9676910638809204,0
my,78.52,78.7,0.9948211908340454,0
strap,78.7,78.96,0.7839745283126831,0
and,78.96,79.24,0.9708613157272339,0
lay,79.24,79.32,0.9582611918449402,0
them,79.32,79.48,0.9838908314704895,0
busters,79.48,79.94,0.9728112518787384,0
down,79.94,80.24,0.9972606897354126,0
they,80.28,80.42,0.8903034329414368,0
got,80.42,80.68,0.9096905589103699,0
guns,80.68,80.96,0.9772457480430603,0
to,80.96,81.16,0.9714040160179138,0
my,81.16,81.34,0.9962831139564514,0
head,81.34,81.66,0.9952988028526306,0
i,81.82,81.94,0.9896568059921265,0
think,81.94,82.12,0.9955753087997437,0
im,82.12,82.3,0.9885738492012024,0
going,82.3,82.46,0.9871737957000732,0
down,82.46,82.88,0.9990467429161072,0
i,82.88,83.18,0.7852233648300171,0
cant,83.18,83.52,0.9735422134399414,0
believe,83.52,83.88,0.989568293094635,0
its,83.88,84.2,0.9043738543987274,0
happening,84.2,84.38,0.6957200765609741,0
in,84.38,84.62,0.9778973460197449,0
my,84.62,84.76,0.9975036978721619,0
own,84.76,85.02,0.9960975050926208,0
time,85.02,85.3,0.9440186023712158,0
if,85.3,85.32,0.9311819076538086,0
i,85.32,85.44,0.6651158332824707,0
had,85.44,85.66,0.9928687214851379,0
wings,85.66,85.96,0.9987998008728027,0
i,85.96,86.22,0.6236373782157898,0
would,86.22,86.38,0.9878453612327576,0
fly,86.38,86.78,0.9882083535194397,0
let,86.98,87.1,0.8700199723243713,0
me,87.1,87.32,0.9978697299957275,0
contemplate,87.32,87.92,0.996864378452301,0
i,88.2,88.24,0.9721353054046631,0
glance,88.24,88.48,0.9190374612808228,0
in,88.48,88.78,0.9688669443130493,0
the,88.78,88.94,0.9892662763595581,0
cut,88.94,89.12,0.824173629283905,0
and,89.12,89.36,0.8728822469711304,0
i,89.36,89.56,0.9551030397415161,0
see,89.56,89.7,0.8607865571975708,0
my,89.7,89.96,0.9898451566696167,0
homie,89.96,90.4,0.7906947433948517,0
nate,90.4,90.44,0.8285854458808899,0
sixteen,90.62,91.1,0.7988100945949554,0
in,91.1,91.28,0.9860785603523254,0
the,91.28,91.38,0.9947720170021057,0
clip,91.38,91.64,0.911632776260376,0
and,91.64,92.0,0.7687596678733826,0
one,92.0,92.2,0.9924851059913635,0
in,92.2,92.36,0.992695689201355,0
the,92.36,92.54,0.9975845813751221,0
hole,92.54,92.88,0.9956551790237427,0
nate,92.96,93.24,0.9965860843658447,0
dogg,93.24,93.64,0.8169783353805542,0
is,93.64,93.74,0.9761674404144287,0
about,93.74,94.02,0.9893101453781128,0
to,94.02,94.24,0.9826245903968811,0
make,94.24,94.36,0.9968146681785583,0
somebodys,94.36,94.96,0.8416871428489685,0
turn,94.96,95.14,0.9357735514640808,0
for,95.14,95.42,0.55412757396698,0
home,95.42,95.52,0.1075906902551651,0
now,95.54,95.66,0.9796063303947449,0
they,95.66,95.86,0.9702020883560181,0
dropping,95.86,96.12,0.30478623509407043,0
and,96.12,96.44,0.9744789600372314,0
yelling,96.44,96.72,0.9932517409324646,0
its,96.72,97.02,0.6984570771455765,0
a,97.02,97.2,0.985602617263794,0
tad,97.2,97.36,0.9991206526756287,0
bit,97.36,97.6,0.987837553024292,0
late,97.6,97.84,0.9987806677818298,0
nate,98.06,98.34,0.99888676404953,0
dogg,98.34,98.6,0.9923293888568878,0
and,98.6,98.74,0.978036105632782,0
warren,98.74,98.98,0.6525339484214783,0
g,98.98,99.26,0.9833732843399048,0
had,99.26,99.48,0.7712551355361938,0
to,99.48,99.68,0.9983400106430054,0
regulate,99.68,100.14,0.9893028140068054,0
i,120.14000000000001,120.62,0.08354980498552322,0
lay,120.62,120.9,0.699610710144043,0
all,120.9,121.14,0.8702011704444885,0
them,121.14,121.28,0.9210361242294312,0
busters,121.28,121.6,0.9199322760105133,0
down,121.6,121.8,0.9950609803199768,0
i,121.84,121.94,0.9555343985557556,0
let,121.94,122.08,0.987183690071106,0
my,122.08,122.36,0.597139298915863,0
gat,122.36,122.54,0.7781335711479187,0
explode,122.54,123.12,0.9741482734680176,0
now,123.26,123.32,0.9629092216491699,0
im,123.32,123.72,0.9693188965320587,0
switching,123.72,123.72,0.6182059049606323,0
my,123.72,123.94,0.9866995811462402,0
mind,123.94,124.24,0.9938355088233948,0
back,124.24,124.52,0.9867357015609741,0
into,124.52,124.94,0.8800429105758667,0
freak,124.94,125.28,0.8445236682891846,0
mode,125.28,125.74,0.9533435106277466,0
if,126.02,126.18,0.9703079462051392,0
you,126.18,126.34,0.9962510466575623,0
wont,126.34,126.64,0.763758659362793,0
skurf,126.64,126.92,0.5454551875591278,0
sit,126.92,127.12,0.31695839762687683,0
back,127.12,127.44,0.9806886911392212,0
and,127.44,127.62,0.9763786792755127,0
observe,127.62,128.0,0.9828565716743469,0
i,128.14,128.26,0.9854089617729187,0
just,128.26,128.48,0.9924888610839844,0
slept,128.48,128.7,0.5161494612693787,0
a,128.7,128.92,0.7147348523139954,0
gang,128.92,129.04,0.9818428158760071,0
of,129.04,129.22,0.9252619743347168,0
hoes,129.22,129.44,0.660014197230339,0
over,129.44,129.72,0.8474666476249695,0
there,129.72,129.94,0.8350368142127991,0
on,129.94,130.12,0.9889255166053772,0
the,130.12,130.36,0.8443746566772461,0
curb,130.36,130.6,0.9628353714942932,0
now,130.78,130.94,0.9593049883842468,0
nate,130.94,131.18,0.37566646933555603,0
got,131.18,131.44,0.9809750318527222,0
the,131.44,131.68,0.989227294921875,0
freaks,131.68,131.96,0.9883850812911987,0
and,131.96,132.22,0.8473769426345825,0
thats,132.22,132.48,0.9905024170875549,0
a,132.48,132.6,0.9934230446815491,0
known,132.6,132.76,0.9784770607948303,0
fact,132.76,133.12,0.9957826137542725,0
before,133.32,133.6,0.9821192026138306,0
i,133.6,133.8,0.9586085677146912,0
got,133.8,134.04,0.9967553019523621,0
jacked,134.04,134.36,0.9679797887802124,0
i,134.36,134.56,0.7163551449775696,0
was,134.56,134.72,0.99912029504776,0
on,134.72,134.9,0.9962406158447266,0
the,134.9,135.06,0.9966698288917542,0
same,135.06,135.34,0.9978224039077759,0
track,135.34,135.74,0.9975858926773071,0
back,136.08,136.24,0.9717427492141724,0
up,136.24,136.46,0.9822527170181274,0
back,136.58,136.64,0.9890907406806946,0
up,136.64,136.92,0.9967454671859741,0
cause,136.92,137.1,0.20098404586315155,0
its,137.1,137.46,0.9486151039600372,0
on,137.46,137.72,0.6114810109138489,0
n,137.72,138.2,0.35994791984558105,0
a,138.2,138.26,0.825533002614975,0
t,138.26,138.5,0.9986145496368408,0
e,138.5,138.8,0.9964026212692261,0
n,138.8,139.14,0.9780817031860352,0
v,139.14,139.48,0.7622301876544952,0
the,139.72,139.84,0.9269124865531921,0
warman,139.84,140.16,0.306374192237854,0
to,140.16,140.32,0.9928584098815918,0
the,140.32,140.56,0.996955156326294,0
g,140.56,140.84,0.9183690547943115,0
just,140.84,141.34,0.3470129668712616,0
like,141.34,141.56,0.9932031631469727,0
i,141.56,141.74,0.9485313296318054,0
thought,141.74,141.94,0.9849779605865479,0
they,141.94,142.18,0.7952428460121155,0
were,142.18,142.34,0.9732058048248291,0
in,142.34,142.5,0.9861120581626892,0
the,142.5,142.66,0.9964763522148132,0
same,142.66,142.9,0.9977186918258667,0
spot,142.9,143.24,0.9970977306365967,0
in,143.34,143.6,0.932915449142456,0
need,143.6,143.9,0.996209979057312,0
of,143.9,144.08,0.995993971824646,0
some,144.08,144.26,0.9944431185722351,0
desperate,144.26,144.72,0.9490906596183777,0
help,144.72,145.22,0.9373507499694824,0
the,146.4,146.52,0.8897402286529541,0
nate,146.52,146.72,0.47665053606033325,0
dogg,146.72,147.1,0.9429578483104706,0
and,147.1,147.26,0.9604745507240295,0
the,147.26,147.46,0.9420884251594543,0
g,147.46,147.62,0.6987242698669434,0
child,147.62,148.04,0.2803187072277069,0
were,148.04,148.36,0.8789033889770508,0
in,148.36,148.74,0.9850142598152161,0
need,148.74,148.94,0.9976711869239807,0
of,148.94,149.28,0.9953235983848572,0
something,149.28,149.82,0.8757405877113342,0
else,149.82,150.92,0.41806361079216003,0
one,151.22,151.34,0.9855782389640808,0
of,151.34,151.52,0.9959938526153564,0
them,151.52,151.74,0.8971309065818787,0
names,151.74,152.02,0.8006260991096497,0
was,152.02,152.26,0.9852698445320129,0
sexy,152.26,152.6,0.5108876824378967,0
as,152.6,152.9,0.9918776750564575,0
hell,152.9,153.14,0.9923612475395203,0
i,153.26,153.34,0.9933725595474243,0
said,153.34,153.58,0.9957154393196106,0
ooh,153.58,154.02,0.447267085313797,0
i,154.02,154.28,0.3719647526741028,0
like,154.28,154.54,0.9874983429908752,0
your,154.54,154.84,0.9922296404838562,0
size,154.84,155.44,0.9510671496391296,0
she,155.7,155.82,0.9928694367408752,0
said,155.82,155.98,0.9950774312019348,0
my,155.98,156.18,0.9587143659591675,0
cars,156.18,156.4,0.20861496031284332,0
broke,156.4,156.7,0.9986695051193237,0
down,156.7,157.1,0.9969642758369446,0
and,157.1,157.28,0.8295212984085083,0
just,157.28,157.42,0.8237372040748596,0
seemed,157.42,157.66,0.8281190395355225,0
real,157.66,158.02,0.9741278886795044,0
nice,158.02,158.32,0.9987474679946899,0
would,158.32,158.54,0.8560600876808167,0
you,158.54,158.72,0.8422406911849976,0
let,158.72,159.24,0.992620050907135,0
me,159.24,159.86,0.9972531199455261,0
ride,159.86,160.4,0.9921471476554871,0
i,160.76,160.92,0.9893866777420044,0
got,160.92,161.08,0.8829323053359985,0
a,161.08,161.3,0.9913349747657776,0
car,161.3,161.46,0.9160624146461487,0
full,161.46,161.64,0.9942479133605957,0
of,161.64,161.82,0.9949709177017212,0
girls,161.82,162.1,0.993502676486969,0
and,162.1,162.28,0.9087679386138916,0
its,162.28,162.46,0.9743818938732147,0
going,162.46,162.7,0.9633588194847107,0
real,162.7,162.98,0.9950993657112122,0
swell,162.98,163.84,0.9899264574050903,0
the,164.84,165.88,0.27396324276924133,0
next,165.88,166.14,0.9718611836433411,0
stop,166.14,166.52,0.9812341332435608,0
is,166.52,166.74,0.9753203988075256,0
the,166.74,166.94,0.9759886860847473,0
eastside,166.94,169.02,0.6105959415435791,0
motel,169.02,170.1,0.9591192305088043,0
n,170.1,170.78,0.0027247960679233074,0
a,170.78,170.78,0.02340020937845111,0
t,170.78,171.84,0.44683699402958155,0
e,171.84,171.84,0.4225367163307965,0
n,171.84,173.16,0.5063793286681175,0
v,173.16,173.68,0.3706167885684408,0
im,190.72,191.4,0.5533765479922295,0
tweaking,191.4,191.9,0.8824170827865601,0
into,191.9,192.44,0.8834419250488281,0
a,192.44,192.66,0.9916929602622986,0
whole,192.66,192.82,0.9886398315429688,0
new,192.82,193.14,0.996575653553009,0
era,193.14,193.6,0.9927358627319336,0
g,193.98,194.08,0.903259813785553,0
funk,194.08,194.38,0.6584649582703909,0
step,194.38,194.64,0.5370561480522156,0
to,194.64,194.94,0.9925058484077454,0
this,194.94,195.28,0.9959262609481812,0
i,195.48,195.8,0.9756244421005249,0
dare,195.8,195.96,0.953192949295044,0
ya,195.96,196.3,0.6191041469573975,0
on,196.3,196.88,0.024974804371595383,0
a,196.88,197.62,0.8518720269203186,0
whole,197.62,197.88,0.9775788187980652,0
new,197.88,198.18,0.9902951717376709,0
level,198.18,198.66,0.9967141151428223,0
woah,199.78,200.7,0.4915239289402962,0
chords,201.62,202.14,0.9814618825912476,0
strings,202.56,203.26,0.9456790089607239,0
we,203.86,203.94,0.9161221385002136,0
brings,203.94,204.64,0.9072732925415039,0
melody,204.94,205.76,0.9420594573020935,0
g,206.62,206.72,0.8678387999534607,0
funk,206.72,207.26,0.6869509617487589,0
where,207.66,207.68,0.8411709666252136,0
rhythm,207.68,207.9,0.9729388952255249,0
is,207.9,208.1,0.9928020238876343,0
life,208.1,208.56,0.9535883665084839,0
and,208.56,209.18,0.3881446123123169,0
life,209.18,209.54,0.9885562062263489,0
is,209.54,209.82,0.8979759812355042,0
rhythm,209.82,210.2,0.982092022895813,0
and,226.3,226.9,0.7545350790023804,0
if,226.9,227.08,0.9845816493034363,0
your,227.08,227.24,0.5035929679870605,0
ass,227.24,227.54,0.982860267162323,0
is,227.54,227.74,0.9919214248657227,0
a,227.74,227.92,0.9890044331550598,0
buster,227.92,228.58,0.6631484031677246,0
213,228.92,229.36,0.7845487594604492,0
will,229.36,229.72,0.9285146594047546,0
regulate,229.72,230.52,0.9382018446922302,0
