word,start,end,prob,explicit
to,54.04,54.18,0.8468583822250366,0
swing,54.18,54.36,0.9379781484603882,0
in,54.36,54.54,0.9702330827713013,0
my,54.54,54.72,0.9974307417869568,0
hair,54.72,54.94,0.9854501485824585,0
bitch,55.22,55.38,0.9603991210460663,1
quit,55.38,55.58,0.9972890615463257,0
talking,55.58,55.92,0.9520809054374695,0
poop,56.1,56.2,0.5651902556419373,0
wont,56.2,56.42,0.9725093245506287,0
get,56.42,56.56,0.7573482394218445,0
you,56.56,56.72,0.9194134473800659,0
down,56.72,56.92,0.9940230250358582,0
with,56.92,57.04,0.9373378753662109,0
the,57.04,57.28,0.6224066019058228,0
sick,57.28,57.38,0.538322389125824,0
take,57.38,57.82,0.5350722670555115,0
a,57.82,58.0,0.989888608455658,0
bullet,58.0,58.24,0.9958699345588684,0
with,58.24,58.42,0.956977367401123,0
some,58.42,58.58,0.9931653141975403,0
dick,58.58,58.74,0.951530396938324,1
and,58.74,58.92,0.8422418236732483,0
take,58.92,59.08,0.9830068349838257,0
this,59.08,59.22,0.9304497838020325,0
dope,59.22,59.4,0.8625005483627319,0
on,59.4,59.56,0.9760252237319946,0
this,59.56,59.78,0.7697354555130005,0
jet,59.78,59.92,0.9112464785575867,0
out,60.2,60.4,0.966661274433136,0
of,60.4,60.58,0.5481064319610596,0
town,60.58,60.74,0.9945266842842102,0
put,60.84,61.0,0.9820716977119446,0
it,61.0,61.2,0.9951949715614319,0
down,61.2,61.4,0.9953383207321167,0
for,61.4,61.6,0.675728440284729,0
the,61.6,61.78,0.9712041616439819,0
father,61.78,62.02,0.7692263126373291,0
of,62.02,62.32,0.9388153553009033,0
rap,62.32,62.42,0.3163154721260071,0
and,62.66,62.76,0.9507380723953247,0
if,62.76,62.92,0.9900941252708435,0
your,62.92,63.08,0.6441072225570679,0
ass,63.08,63.3,0.9933547973632812,0
get,63.3,63.58,0.9490402936935425,0
crack,63.58,63.86,0.586319088935852,0
bitch,64.16,64.28,0.8561687469482422,1
shut,64.28,64.56,0.5985767841339111,0
your,64.56,64.76,0.7139163017272949,0
trap,64.76,65.02,0.9773838520050049,0
come,65.4,65.52,0.9575005769729614,0
back,65.52,65.84,0.9854390621185303,0
get,66.0,66.12,0.9852501749992371,0
back,66.12,66.44,0.9972388744354248,0
thats,66.52,66.7,0.9834636449813843,0
the,66.7,66.84,0.9835900664329529,0
part,66.84,67.02,0.9542032480239868,0
thats,67.02,67.18,0.5515550673007965,0
the,67.18,67.5,0.15930989384651184,0
success,67.5,67.5,0.36305126547813416,0
if,67.62,67.78,0.9618068337440491,0
you,67.78,67.9,0.9963231086730957,0
believe,67.9,68.18,0.9819881319999695,0
in,68.18,68.4,0.995244562625885,0
the,68.4,68.56,0.9302698373794556,0
ex,68.56,68.76,0.22565734386444092,0
youll,68.88,69.1,0.8985905647277832,0
be,69.1,69.16,0.997622549533844,0
believing,69.16,69.58,0.7908364534378052,0
in,69.58,69.86,0.5356554388999939,0
stress,69.86,70.1,0.863996684551239,0
its,81.96000000000001,82.34,0.5746589824557304,0
the,82.34,82.52,0.9439927935600281,0
motherfucking,82.52,83.1,0.7866911689440409,1
d,83.1,83.46,0.9482394456863403,0
r,83.46,83.74,0.8101145029067993,0
a,83.74,84.02,0.9463951289653778,0
dr,84.1,84.34,0.5866343975067139,0
dre,84.46,84.66,0.9849963188171387,0
motherfucker,84.66,85.56,0.7263009548187256,1
you,85.56,85.92,0.018261583521962166,0
know,85.92,87.38,0.9436973929405212,0
im,87.38,87.6,0.8871663212776184,0
mobbing,87.6,87.86,0.35180095210671425,0
with,87.86,88.04,0.9792518019676208,0
the,88.04,88.22,0.9560734033584595,0
d,88.22,88.38,0.9686533808708191,0
o,88.38,88.52,0.8390193581581116,0
double,88.52,88.7,0.81706303358078,0
g,88.7,89.22,0.75560063123703,0
straight,89.56,89.74,0.9772059917449951,0
off,89.74,89.94,0.9611668586730957,0
the,89.94,90.1,0.9916130304336548,0
fucking,90.1,90.36,0.8226256966590881,1
streets,90.36,90.62,0.9727067947387695,0
of,90.62,90.86,0.674322783946991,0
cbt,90.86,91.88,0.9542680084705353,0
king,92.18,92.28,0.9420002102851868,0
of,92.28,92.44,0.9441182613372803,0
the,92.44,92.64,0.9916606545448303,0
beach,92.64,92.8,0.8950455188751221,0
you,92.88,92.96,0.8111441731452942,0
ride,92.96,93.18,0.9692978262901306,0
to,93.18,93.44,0.9658215045928955,0
him,93.44,93.58,0.6271679401397705,0
in,93.58,93.72,0.8458707928657532,0
your,93.72,93.86,0.9703823328018188,0
fleet,93.86,94.14,0.9621310234069824,0
the,94.98,95.32,0.16909539699554443,0
ville,95.32,95.7,0.48105354607105255,0
rolling,95.7,96.0,0.17097662389278412,0
on,96.0,96.42,0.9827144742012024,0
dubs,96.42,96.68,0.8851914405822754,0
how,97.34,97.42,0.9834753274917603,0
you,97.42,97.58,0.9889300465583801,0
feel,97.58,97.88,0.9970470070838928,0
whoopty,98.02,98.3,0.6426114439964294,0
woop,98.3,98.56,0.6672342518965403,0
nigga,98.7,98.86,0.9510022401809692,1
what,98.86,99.3,0.06222621351480484,0
dray,99.88,100.02,0.5823618620634079,0
and,100.02,100.18,0.4814065396785736,0
snoop,100.18,100.46,0.8643745481967926,0
chronic,100.46,100.78,0.7212070226669312,0
dialing,100.78,101.28,0.3962229788303375,0
the,101.28,101.54,0.45276162028312683,0
lock,101.54,101.78,0.519312858581543,0
with,101.94,102.46,0.8864092826843262,0
doc,102.46,102.62,0.8993544578552246,0
in,102.62,102.84,0.9951207041740417,0
the,102.84,102.98,0.9964112639427185,0
back,102.98,103.24,0.9986005425453186,0
sipping,103.24,103.6,0.7441504299640656,0
on,103.6,103.9,0.9918935298919678,0
yak,103.9,104.24,0.2999185025691986,0
clipping,104.84,105.24,0.6746499985456467,0
the,105.24,105.48,0.9374698996543884,0
strap,105.48,105.74,0.9578129053115845,0
dipping,105.8,106.06,0.9236271381378174,0
through,106.06,106.44,0.9935924410820007,0
hoods,106.44,106.7,0.9398483335971832,0
compton,107.42,107.82,0.974090576171875,0
long,108.12,108.28,0.9855219125747681,0
beach,108.28,108.56,0.9925635457038879,0
inglewood,108.78,109.4,0.9756421446800232,0
south,110.0,110.06,0.34178033471107483,0
sent,110.06,110.38,0.8452151417732239,0
you,110.38,110.62,0.9972354769706726,0
out,110.62,110.8,0.8800781965255737,0
to,110.8,110.98,0.9899907112121582,0
the,110.98,111.22,0.9961355924606323,0
west,111.22,111.46,0.6738817691802979,0
side,111.46,111.76,0.4967261552810669,0
this,112.34,112.4,0.7326479554176331,0
california,112.4,112.92,0.9876059293746948,0
love,112.92,113.34,0.9413136839866638,0
this,113.56,113.66,0.990092933177948,0
california,113.66,114.22,0.9957570433616638,0
bug,114.22,114.54,0.5712160468101501,0
got,114.54,114.76,0.3141235113143921,0
a,114.76,114.94,0.9549732208251953,0
nigga,114.94,115.16,0.8838014006614685,1
gang,115.16,115.38,0.6917226314544678,0
a,115.38,115.56,0.5687909722328186,0
pug,115.56,115.92,0.7227744609117508,0
im,116.1,116.32,0.9645235538482666,0
on,116.32,116.46,0.9650030136108398,0
one,116.46,116.74,0.9834850430488586,0
a,116.94,116.94,0.4710805118083954,0
mike,116.94,117.08,0.3726329803466797,0
bell,117.08,117.28,0.930395245552063,0
up,117.28,117.46,0.9461387395858765,0
in,117.46,117.58,0.9898763298988342,0
the,117.58,117.72,0.9250087141990662,0
century,117.72,118.0,0.5108001232147217,0
club,118.0,118.46,0.9908908009529114,0
with,118.58,118.8,0.9416376352310181,0
my,118.8,118.98,0.9954041242599487,0
jeans,118.98,119.34,0.7825698256492615,0
on,119.34,119.74,0.9969401359558105,0
and,119.74,120.06,0.5121553540229797,0
my,120.06,120.28,0.9960682392120361,0
team,120.28,120.5,0.7270450592041016,0
strong,120.5,120.94,0.8359418511390686,0
get,121.2,121.36,0.9048982858657837,0
my,121.36,121.56,0.9971312284469604,0
drink,121.56,121.88,0.995697021484375,0
on,121.88,122.26,0.9974383115768433,0
and,122.26,122.62,0.809831440448761,0
my,122.62,122.76,0.9917140007019043,0
smoke,122.76,123.08,0.9944652915000916,0
on,123.08,123.46,0.9967771172523499,0
then,123.62,123.76,0.9544354677200317,0
go,123.76,124.0,0.9871231317520142,0
home,124.0,124.3,0.9954833984375,0
with,124.3,124.62,0.8970863819122314,0
something,124.62,125.08,0.738010048866272,0
to,125.08,125.32,0.9709512591362,0
poke,125.32,125.54,0.9708170890808105,0
on,125.54,125.76,0.9269981384277344,0
locust,126.28,126.62,0.7771247327327728,0
on,126.62,126.86,0.5013101100921631,0
for,126.86,127.04,0.9620122313499451,0
the,127.04,127.16,0.9841264486312866,0
two,127.16,127.32,0.48196664452552795,0
triple,127.32,127.6,0.6716011762619019,0
o,127.6,127.92,0.16371610760688782,0
coming,128.2,128.36,0.8526087999343872,0
real,128.36,128.74,0.9926056861877441,0
its,128.82,128.96,0.9457271099090576,0
the,128.96,129.06,0.9951086640357971,0
next,129.06,129.28,0.9972195625305176,0
episode,129.28,129.88,0.9651596546173096,0
hold,134.51999999999998,134.98,0.09159967303276062,0
up,134.98,135.44,0.9683655500411987,0
hey,136.07999999999998,136.54,0.13880549371242523,0
all,137.66,137.76,0.8927929997444153,0
my,137.76,137.98,0.9907928109169006,0
niggas,137.98,138.24,0.9830541412035624,1
who,138.24,138.4,0.8983346819877625,0
be,138.4,138.56,0.9870043396949768,0
thinking,138.56,138.84,0.9207236170768738,0
we,138.84,139.14,0.9784382581710815,0
soft,139.14,139.62,0.8774742484092712,0
we,139.92,140.14,0.9344226121902466,0
dont,140.14,141.08,0.7650700509548187,0
play,141.08,141.62,0.7714900970458984,0
we,142.46,142.8,0.19617867469787598,0
gonna,142.8,143.0,0.22853492200374603,0
rock,143.0,143.18,0.9112460017204285,0
it,143.18,143.32,0.8691235780715942,0
till,143.32,143.48,0.4770897626876831,0
the,143.48,143.66,0.9616914987564087,0
wheels,143.66,143.9,0.9941960573196411,0
fall,143.9,144.18,0.9830036163330078,0
off,144.18,144.66,0.9703131914138794,0
hold,145.02,145.2,0.3744019865989685,0
up,145.2,145.68,0.9707649350166321,0
all,146.7,147.38,0.057022761553525925,0
my,147.38,148.06,0.9923626184463501,0
niggas,148.06,148.36,0.9183152914047241,1
who,148.36,148.52,0.5541002750396729,0
be,148.52,148.7,0.9870093464851379,0
acting,148.7,148.94,0.3781220614910126,0
two,148.94,149.28,0.08239703625440598,0
po,149.28,149.68,0.3247147798538208,0
take,150.02,150.26,0.8636662364006042,0
a,150.26,150.66,0.923747181892395,0
seat,150.66,151.72,0.47389769554138184,0
hope,152.82,152.94,0.9678255915641785,0
you,152.94,153.08,0.9856660962104797,0
ready,153.08,153.32,0.4700027406215668,0
for,153.32,153.6,0.9977735877037048,0
the,153.6,153.72,0.9958823919296265,0
next,153.72,153.94,0.996618390083313,0
episode,153.94,154.56,0.996780276298523,0
smoke,159.18,159.86,0.7599304914474487,0
weed,159.86,160.32,0.9961355924606323,0
every,160.32,160.66,0.597627580165863,0
day,160.66,161.14,0.9991751313209534,0
