word,start,end,prob,explicit,conflictual,profanity,drugs,sex,selfharm,spam,not-sensitive
the,24.26,24.5,0.7098068594932556,0,0.018628858029842377,0.9805902242660522,0.017638763412833214,0.009404759854078293,0.008976902812719345,0.006967737339437008,0.02185703068971634
fuck,24.5,24.9,0.9795937538146972,1,0.0172865130007267,0.9837234020233154,0.024062855169177055,0.008432898670434952,0.012659786269068718,0.007983364164829254,0.01724710874259472
off,24.9,25.18,0.5435305237770081,0,0.040364284068346024,0.9868218898773193,0.015119767747819424,0.006044625770300627,0.008706111460924149,0.005950544495135546,0.015617184340953827
they,25.18,25.66,0.0726610198616981,0,0.2209261655807495,0.9903006553649902,0.01293877325952053,0.008119234815239906,0.00773974834010005,0.0056092808954417706,0.009855052456259727
think,25.66,25.96,0.956654965877533,0,0.00705153401941061,0.006710032466799021,0.007874959148466587,0.005749894771724939,0.007907134480774403,0.00583735341206193,0.9736765623092651
about,25.96,26.32,0.9381643533706664,0,0.008578470908105373,0.006991936359554529,0.006457102485001087,0.005565011873841286,0.008009325712919235,0.005603251978754997,0.9758616089820862
heres,26.32,28.26,0.6513138115406036,0,0.007402603980153799,0.007492467761039734,0.007128482218831778,0.0056267292238771915,0.008419220335781574,0.005081553477793932,0.9721553325653076
what,28.26,28.4,0.9910266995429992,0,0.008140414021909237,0.008025181479752064,0.00718712667003274,0.0054910085164010525,0.007344731129705906,0.00522774551063776,0.9739330410957336
they,28.4,28.56,0.985708236694336,0,0.008171414956450462,0.0061805034056305885,0.007377311587333679,0.005504528526216745,0.006995926611125469,0.006885981652885675,0.9769377708435059
think,28.56,28.78,0.986230194568634,0,0.008232608437538147,0.007446568459272385,0.006669992581009865,0.005763576366007328,0.007447114679962397,0.005090406164526939,0.9736453294754028
about,28.78,29.12,0.9722160696983336,0,0.008823836222290993,0.007170313503593206,0.006556927692145109,0.005240665748715401,0.007819805294275284,0.004958056379109621,0.9740400314331055
they,55.18,55.38,0.0295465402305126,0,0.009296203963458538,0.007105384953320026,0.005937124602496624,0.005467381794005632,0.007788673508912325,0.005362207069993019,0.9741396903991699
think,55.38,55.72,0.0304124988615512,0,0.007692152168601751,0.006539339665323496,0.007431625854223967,0.005988158751279116,0.00764823704957962,0.005418387707322836,0.9737710356712341
about,55.72,56.52,0.6480646133422852,0,0.008578470908105373,0.006991936359554529,0.006457102485001087,0.005565011873841286,0.008009325712919235,0.005603251978754997,0.9758616089820862
heres,56.52,58.12,0.5062496438622475,0,0.007402603980153799,0.007492467761039734,0.007128482218831778,0.0056267292238771915,0.008419220335781574,0.005081553477793932,0.9721553325653076
what,58.12,58.28,0.97161465883255,0,0.008140414021909237,0.008025181479752064,0.00718712667003274,0.0054910085164010525,0.007344731129705906,0.00522774551063776,0.9739330410957336
they,58.28,59.86,0.9672306776046752,0,0.008171414956450462,0.0061805034056305885,0.007377311587333679,0.005504528526216745,0.006995926611125469,0.006885981652885675,0.9769377708435059
think,59.86,60.5,0.9145909547805786,0,0.05692940577864647,0.9903733730316162,0.014150471426546574,0.01692146435379982,0.00905971135944128,0.0064291441813111305,0.010706079192459583
fuck,60.5,60.72,0.0633948370814323,1,0.033594124019145966,0.9801669716835022,0.014690486714243889,0.005560677964240313,0.0068157934583723545,0.005698102992027998,0.021334458142518997
all,60.72,64.86,0.931569278240204,0,0.028368627652525902,0.9855160117149353,0.022759882733225822,0.009977501817047596,0.010415030643343925,0.007588735315948725,0.012392994947731495
y,64.86,65.18,0.9723854660987854,0,0.12772096693515778,0.9897854924201965,0.01193335372954607,0.0074767302721738815,0.008701647631824017,0.006420481484383345,0.010204420424997807
all,65.18,65.54,0.9989725649356842,0,0.013567235320806503,0.8893535733222961,0.00943631213158369,0.00527425529435277,0.0042587281204760075,0.0032752142287790775,0.11888806521892548
goddamn,66.03999999999999,66.5,0.7462044358253479,1,0.006349737290292978,0.017830241471529007,0.007324273232370615,0.00405435124412179,0.005978153087198734,0.004779428243637085,0.9294273853302002
im,66.66,66.82,0.5459765568375587,0,0.005609140265733004,0.029270393773913383,0.007034078240394592,0.004629465285688639,0.005910721141844988,0.003508389461785555,0.9233927726745605
glad,66.82,67.02,0.939621925354004,0,0.008243350312113762,0.18403974175453186,0.005392221733927727,0.004931895062327385,0.005517203360795975,0.0021261381916701794,0.6492053270339966
y,67.02,67.26,0.944523811340332,0,0.007639092858880758,0.006772915832698345,0.007222119718790054,0.004808992613106966,0.007618973962962627,0.005523481406271458,0.9741267561912537
all,67.26,67.32,0.9993553757667542,0,0.007242368068546057,0.008064962923526764,0.007549352012574673,0.00460059056058526,0.006647400092333555,0.005455224774777889,0.9701632857322693
set,67.32,67.64,0.9131332039833068,0,0.006842173635959625,0.00797488633543253,0.007182514760643244,0.0051694526337087154,0.007131516933441162,0.005625301972031593,0.9695587754249573
it,67.64,67.84,0.9957971572875975,0,0.00667618727311492,0.009142269380390644,0.008658831007778645,0.005133366212248802,0.006772050634026527,0.00509951077401638,0.969437301158905
off,67.84,68.22,0.4525295794010162,0,0.005987349897623062,0.005528606940060854,0.009930743835866451,0.005010821856558323,0.006360203959047794,0.012488488107919693,0.96137934923172
used,68.22,68.62,0.8821625709533691,0,0.006398526020348072,0.013496879488229752,0.008298336528241634,0.005148173775523901,0.006796868983656168,0.003552664304152131,0.9649076461791992
to,68.62,68.82,0.999658226966858,0,0.006576521787792444,0.012451594695448875,0.007845749147236347,0.0052504222840070724,0.006959428079426289,0.004051972646266222,0.9657533764839172
be,68.82,69.02,0.9996078610420228,0,0.006693510338664055,0.008645894937217236,0.006705498322844505,0.005550125148147345,0.009855988435447216,0.004181554540991783,0.9713776707649231
hard,69.02,69.38,0.9812767505645752,0,0.006549204234033823,0.006555768661201,0.006326283793896437,0.00602188054472208,0.010663552209734917,0.00513681024312973,0.9739331603050232
not,69.38,69.68,0.2558415532112121,0,0.00932503491640091,0.008123064413666725,0.004924597218632698,0.005497897509485483,0.009151755832135677,0.005986957810819149,0.9593750834465027
youre,69.68,69.98,0.6952494084835052,0,0.008430060930550098,0.00930978823453188,0.005339863244444132,0.005503273569047451,0.00939528364688158,0.004754303954541683,0.9681990146636963
just,69.98,70.14,0.9882577061653136,0,0.008447679691016674,0.009797180071473122,0.005570157431066036,0.005336415022611618,0.009130407124757767,0.004528702702373266,0.96893310546875
letting,70.14,70.4,0.0783263221383094,0,0.01228735875338316,0.009605654515326023,0.0037245014682412148,0.0064204055815935135,0.0076710558496415615,0.004428560379892588,0.9577828645706177
soft,70.4,70.74,0.7111078500747681,0,0.007497171405702829,0.009144705720245838,0.006048763170838356,0.005602733697742224,0.007348855026066303,0.005511545110493898,0.9675328135490417
bird,70.74,70.96,0.1527578383684158,0,0.006286651361733675,0.00830951239913702,0.005774727091193199,0.0074999891221523285,0.008050670847296715,0.005851946771144867,0.9641568660736084
you,70.96,71.18,0.2535322904586792,0,0.011662335135042667,0.009638353250920773,0.005768371280282736,0.005002766381949186,0.006097214762121439,0.004692364484071732,0.9659640789031982
was,71.18,71.34,0.9907515048980712,0,0.005680580157786608,0.007529959548264742,0.007234855554997921,0.005575921386480331,0.006582003086805344,0.009859944693744183,0.9595426917076111
down,71.34,71.56,0.9974629878997804,0,0.006830155849456787,0.010255075991153717,0.00759002473205328,0.006054101046174765,0.006104551255702972,0.005099537782371044,0.9699472188949585
with,71.56,71.74,0.9984399676322936,0,0.0057640597224235535,0.013416395522654057,0.013380832970142365,0.004989601206034422,0.004726112354546785,0.004013250581920147,0.9591796398162842
the,71.74,71.96,0.997853934764862,0,0.009359607473015785,0.008717447519302368,0.012267964892089367,0.0039897458627820015,0.006747663952410221,0.004890687298029661,0.9632785320281982
ak,71.96,72.34,0.0897523984313011,0,0.007441550958901644,0.008361834101378918,0.010771451517939568,0.005562186241149902,0.007317691575735807,0.004248030949383974,0.9669969081878662
and,72.34,73.32,0.5958079099655151,0,0.007152747828513384,0.006886203773319721,0.00809161365032196,0.005351445637643337,0.007996076717972755,0.005398929119110107,0.9772358536720276
now,73.32,73.5,0.9960230588912964,0,0.00638862419873476,0.005843153689056635,0.00874838512390852,0.004681738559156656,0.009903990663588047,0.005545889027416706,0.9739561080932617
i,73.5,73.58,0.9802777171134948,0,0.00874624028801918,0.007222215179353952,0.007065313868224621,0.005068380851298571,0.009754857048392296,0.0040524364449083805,0.9745619297027588
see,73.58,73.78,0.984671413898468,0,0.00957513228058815,0.008444300852715969,0.005793310236185789,0.005241585895419121,0.008244491182267666,0.004573833663016558,0.9701686501502991
youre,73.78,74.0,0.7079722434282303,0,0.007046040613204241,0.005667276680469513,0.008672078140079975,0.005191483534872532,0.008622489869594574,0.005942424293607473,0.9777631163597107
in,74.0,74.1,0.3468408286571502,0,0.0072233849205076694,0.005395206622779369,0.007433239836245775,0.005392319057136774,0.0077176871709525585,0.006983961444348097,0.9758638739585876
a,74.1,74.2,0.9358534812927246,0,0.006896506063640118,0.005541328340768814,0.007098729722201824,0.005579750519245863,0.009145312011241913,0.006649463437497616,0.9768616557121277
video,74.2,74.5,0.99962055683136,0,0.005733475089073181,0.004679103847593069,0.008421451784670353,0.005742462817579508,0.007253655232489109,0.011093408800661564,0.975458562374115
with,74.5,74.74,0.9582224488258362,0,0.0073075564578175545,0.005178061779588461,0.0071531981229782104,0.006082974839955568,0.00767588522285223,0.008448570035398006,0.980183482170105
mr,74.74,74.96,0.3630363568663597,0,0.008868408389389515,0.006633567623794079,0.006379192695021629,0.005334302317351103,0.006276718806475401,0.007904201745986938,0.9745970368385315
lake,75.0,75.34,0.68073970079422,0,0.009871569462120533,0.006910661235451698,0.005821822676807642,0.0054800305515527725,0.006514100357890129,0.006395564880222082,0.9746009707450867
looking,75.34,75.76,0.9461101293563844,0,0.01034187339246273,0.008792090229690075,0.006378331687301397,0.005036873277276754,0.005039012525230646,0.0059051960706710815,0.9698315858840942
like,75.76,76.04,0.9986891150474548,0,0.011161898262798786,0.00746208056807518,0.006243131589144468,0.005485972855240107,0.006911152508109808,0.004347314592450857,0.967070996761322
straight,76.04,76.38,0.8939016461372375,0,0.3228742182254791,0.12290925532579422,0.004086445085704327,0.003890437074005604,0.003432846860960126,0.0025080780033022165,0.33252641558647156
posos,76.38,77.16,0.810404509305954,0,0.013631178066134453,0.01800018548965454,0.006768808234483004,0.004754944704473019,0.004227966070175171,0.0027931183576583862,0.9246798753738403
i,77.16,77.78,0.3884496688842773,0,0.014341700822114944,0.018171276897192,0.005705593153834343,0.00514873256906867,0.004482469521462917,0.0028017915319651365,0.9132607579231262
saw,77.78,78.0,0.995265007019043,0,0.007577606476843357,0.009677493013441563,0.00665363809093833,0.004545855335891247,0.006250007078051567,0.005573650356382132,0.9652405977249146
it,78.0,78.18,0.9194979071617126,0,0.009577670134603977,0.010326252318918705,0.00584839703515172,0.004357282072305679,0.007155768573284149,0.004518863279372454,0.9702272415161133
coming,78.18,78.4,0.9052420258522034,0,0.008025542832911015,0.010136720724403858,0.006869670003652573,0.004693028517067432,0.007324227597564459,0.004434483125805855,0.9707085490226746
thats,78.5,78.76,0.9994721412658693,0,0.005994039122015238,0.007587158586829901,0.008217768743634224,0.005429994314908981,0.008833666332066059,0.0052198064513504505,0.9737677574157715
why,78.76,78.9,0.9921443462371826,0,0.006648792885243893,0.0072923628613352776,0.006719608791172504,0.005398787558078766,0.011723797768354416,0.005017613992094994,0.9695811867713928
i,78.9,79.04,0.8746577501296997,0,0.006117850076407194,0.007385770324617624,0.01007456798106432,0.004682275932282209,0.010032468475401402,0.004124450031667948,0.9691885709762573
went,79.04,79.18,0.9961863160133362,0,0.008549596183001995,0.007553218863904476,0.006262882612645626,0.004547104239463806,0.010439494624733925,0.005287173669785261,0.9744431376457214
solo,79.18,79.8,0.9508750438690186,0,0.006273353006690741,0.008961266838014126,0.008259320631623268,0.004790220409631729,0.011952429078519344,0.004482065327465534,0.9614704847335815
it,80.0,80.46,0.8094089031219482,0,0.005953839980065823,0.009726574644446373,0.010118718259036541,0.004604223649948835,0.009909645654261112,0.004496842622756958,0.9633380174636841
kept,80.46,80.72,0.9517319202423096,0,0.0069186207838356495,0.007127236109226942,0.008119211532175541,0.0052061122842133045,0.008417549543082714,0.005744412541389465,0.979780912399292
on,80.72,80.98,0.8451530337333679,0,0.006520901806652546,0.007013173308223486,0.00825592689216137,0.006544665899127722,0.007596869021654129,0.005988845136016607,0.9789090156555176
stomping,80.98,81.88,0.9273627996444702,0,0.0067451875656843185,0.006431249435991049,0.0069743553176522255,0.006471633445471525,0.007995960302650928,0.00631319172680378,0.977562665939331
when,81.88,82.1,0.8027854561805725,0,0.006578098051249981,0.0059847054071724415,0.006798924878239632,0.0062539535574615,0.006941119208931923,0.007826298475265503,0.9739588499069214
y,82.1,82.32,0.8998436331748962,0,0.007304924540221691,0.005768647417426109,0.006744107697159052,0.0063365851528942585,0.007322150282561779,0.007598213851451874,0.9705459475517273
all,82.32,82.32,0.999340921640396,0,0.04056697338819504,0.9887917041778564,0.014826436527073383,0.013175984844565392,0.009101196192204952,0.008703753352165222,0.012281514704227448
motherfuckers,82.32,82.96,0.9505002895991008,1,0.06898422539234161,0.9889251589775085,0.011128921061754227,0.010850505903363228,0.008000317960977554,0.0074349669739604,0.012586737982928753
mean,82.96,83.14,0.1937522888183593,0,0.05959617719054222,0.988666296005249,0.011501637287437916,0.011856399476528168,0.007791344542056322,0.007405319716781378,0.012753657065331936
straight,83.14,83.44,0.9952895641326904,0,0.08370174467563629,0.9896807074546814,0.011100348085165024,0.009956488385796547,0.00816065538674593,0.0077363913878798485,0.012288794852793217
out,83.44,83.62,0.9965865612030028,0,0.008379482664167881,0.007869656197726727,0.006741569843143225,0.005404082592576742,0.007449476048350334,0.004615978337824345,0.9751231670379639
of,83.62,83.78,0.9524070620536804,0,0.006826566532254219,0.007009248714894056,0.00931596104055643,0.00496192742139101,0.007414853200316429,0.005258709657937288,0.9763418436050415
campus,83.78,84.24,0.2466158121824264,0,0.006937393452972174,0.006176743656396866,0.00888144038617611,0.005024733953177929,0.00761624937877059,0.006122012156993151,0.9779548048973083
living,84.24,84.4,0.003109810873866,0,0.007534365635365248,0.005772323813289404,0.008096195757389069,0.005612252280116081,0.007547654677182436,0.0065119038335978985,0.979313313961029
with,84.4,85.36,0.98440021276474,0,0.007376809138804674,0.005920776631683111,0.00830590259283781,0.005316641181707382,0.007090252824127674,0.006574549712240696,0.9792712330818176
the,85.36,85.56,0.9883127808570862,0,0.01551725622266531,0.008744499646127224,0.006377759855240583,0.004193887580186129,0.005031933542340994,0.0046328045427799225,0.9665338397026062
whites,85.56,85.82,0.8848632574081421,0,0.007282338570803404,0.007224995642900467,0.008361343294382095,0.0058414507657289505,0.006612491328269243,0.005517519544810057,0.9767034649848938
one,85.82,86.28,0.1754101663827896,0,0.006850661709904671,0.00832164753228426,0.008303890936076641,0.005695061292499304,0.0059327674098312855,0.005838781129568815,0.9722006320953369
big,86.28,86.58,0.985426902770996,0,0.009567949920892715,0.008530164137482643,0.007024429272860289,0.005405263975262642,0.005026178900152445,0.006245039869099855,0.9719967246055603
house,86.58,87.06,0.99459308385849,0,0.00693062599748373,0.006173703819513321,0.007847301661968231,0.00582469068467617,0.007477511651813984,0.006305750459432602,0.9781416058540344
and,87.06,87.46,0.9140496253967284,0,0.007539327256381512,0.00714543042704463,0.008215339854359627,0.005674998741596937,0.0068475836887955666,0.005653120577335358,0.9787393808364868
not,87.46,87.66,0.9838468432426452,0,0.007059693336486816,0.0064410739578306675,0.008465399965643883,0.00552015844732523,0.007334940601140261,0.006057878024876118,0.9785599112510681
another,87.66,88.06,0.9891055226325988,0,0.44907116889953613,0.9831353425979614,0.00794824119657278,0.010467061772942543,0.005820020567625761,0.006620828527957201,0.011238990351557732
nigga,88.06,88.42,0.9522374272346495,1,0.35673394799232483,0.9775400161743164,0.0077672554180026054,0.0076344930566847324,0.006034054793417454,0.0056417398154735565,0.015793275088071823
in,88.42,88.68,0.8066753149032593,0,0.8197745084762573,0.9760937094688416,0.01045388262718916,0.014559907838702202,0.007053822744637728,0.009659339673817158,0.00885070487856865
sight,88.68,88.94,0.9769028425216676,0,0.24304881691932678,0.9766539931297302,0.008428257890045643,0.007320623379200697,0.005991781130433083,0.0058156209997832775,0.016642214730381966
i,88.94,89.46,0.5890846252441406,0,0.006106862798333168,0.005748368334025145,0.00894380733370781,0.0049088797532022,0.009253086522221565,0.006285194307565689,0.9733519554138184
started,89.46,89.7,0.8572599291801453,0,0.007075631059706211,0.010257137008011341,0.008058582432568073,0.004530270118266344,0.008536199107766151,0.004470843821763992,0.9643144607543945
off,89.7,89.94,0.7239328026771545,0,0.008264024741947651,0.007119858171790838,0.0073026432655751705,0.005101471208035946,0.0076057142578065395,0.005672163795679808,0.9746218323707581
with,89.94,90.06,0.9654860496520996,0,0.008684856817126274,0.007594170048832893,0.007390659302473068,0.005138548091053963,0.0071173906326293945,0.005437805317342281,0.9759538173675537
too,90.06,90.24,0.9811455607414246,0,0.00616455590352416,0.009664432145655155,0.007889442145824432,0.0051919021643698215,0.006705965381115675,0.005385563243180513,0.9711256623268127
much,90.24,90.5,0.9984737038612366,0,0.008004671894013882,0.00673389807343483,0.007916925475001335,0.006048494018614292,0.006823272909969091,0.006020742002874613,0.9776839017868042
cargo,90.5,90.98,0.6388959884643555,0,0.007207648828625679,0.007055832538753748,0.007222321350127459,0.006045040208846331,0.006972393952310085,0.0067467340268194675,0.9752058982849121
drop,90.98,91.38,0.801922082901001,0,0.0062111360020935535,0.005886470898985863,0.0079001160338521,0.009083718992769718,0.009100070223212242,0.12030017375946045,0.8236645460128784
for,91.38,91.66,0.3412798941135406,0,0.7666009664535522,0.9743604063987732,0.007390120066702366,0.011638450436294079,0.0061639747582376,0.011330979876220226,0.008919752202928066
niggas,91.66,92.02,0.9337409933408102,1,0.7945258021354675,0.9738861322402954,0.007964376360177994,0.014010019600391388,0.006585062947124243,0.01290575135499239,0.008017797954380512
now,92.02,92.24,0.843345046043396,0,0.7216535806655884,0.9620148539543152,0.0076746866106987,0.009326652623713017,0.006232272367924452,0.006611295510083437,0.011936846189200878
making,92.24,92.64,0.5236549377441406,0,0.6260772943496704,0.9633159041404724,0.0064603546634316444,0.009083238430321217,0.005431081168353558,0.006079040467739105,0.013712435029447079
all,92.64,93.02,0.2913866639137268,0,0.006380997132509947,0.006168801803141832,0.009050721302628517,0.005613740999251604,0.007834529504179955,0.006360767409205437,0.9760382771492004
the,93.02,93.2,0.7882751226425171,0,0.015806518495082855,0.14188306033611298,0.8067634105682373,0.017232365906238556,0.011312603019177914,0.013565689325332642,0.07479650527238846
dope,93.2,93.5,0.5175003409385681,0,0.006705753039568663,0.08649352937936783,0.09048503637313843,0.0039637330919504166,0.002342039020732045,0.0036533179227262735,0.5720745921134949
white,93.5,93.94,0.8349516987800598,0,0.012080668471753597,0.015975303947925568,0.010512284003198147,0.003503656480461359,0.0031792677473276854,0.003762372536584735,0.9371545314788818
man,93.94,94.24,0.9808419942855836,0,0.0264410600066185,0.029163308441638947,0.0072729517705738544,0.004048225469887257,0.002982465783134103,0.003060301998630166,0.8718849420547485
just,94.24,94.56,0.3389151394367218,0,0.023035148158669472,0.007970436476171017,0.004511391744017601,0.005079738330096006,0.005635369103401899,0.0054601337760686874,0.9654422402381897
wooing,94.56,95.36,0.5692703127861023,0,0.008332096971571445,0.006278842221945524,0.006875981111079454,0.006444193888455629,0.007541713770478964,0.006587449461221695,0.9813815355300903
the,95.36,95.7,0.9150041341781616,0,0.6190653443336487,0.9419715404510498,0.005326546262949705,0.00970410369336605,0.004130594898015261,0.0063760592602193356,0.016708996146917343
niggas,95.7,95.98,0.9665377338727316,1,0.5220386981964111,0.9453234076499939,0.005695137195289135,0.006646736059337854,0.0040416712872684,0.00521440152078867,0.021003250032663345
without,95.98,96.28,0.5584112405776978,0,0.6975786089897156,0.9221199154853821,0.006746257655322552,0.008245295844972134,0.005244117695838213,0.005325510632246733,0.01866607554256916
tunes,96.28,96.84,0.4746696650981903,0,0.5651019215583801,0.9540010094642639,0.005932277999818325,0.008465319871902466,0.004834539722651243,0.005018135067075491,0.018103735521435738
oh,96.84,97.22,0.5199371576309204,0,0.008335404098033905,0.0076601384207606316,0.006388206034898758,0.005549830384552479,0.00743307126685977,0.0055968184024095535,0.9751837849617004
youre,97.22,97.6,0.9871165454387664,0,0.012513428926467896,0.008977572433650494,0.005280336830765009,0.004995406139642,0.006698718294501305,0.004543380346149206,0.9673026204109192
fooling,97.6,98.22,0.7062361240386963,0,0.011933708563446999,0.00812311377376318,0.0053161745890975,0.005114483647048473,0.00725990766659379,0.0043326993472874165,0.9654322266578674
y,98.22,98.46,0.8773552775382996,0,0.020749406889081,0.007580992765724659,0.00402685534209013,0.0043657575733959675,0.00684927636757493,0.004811211489140987,0.9625983834266663
all,98.46,98.5,0.9988831579685212,0,0.7738772630691528,0.9661623239517212,0.00727203581482172,0.01128336600959301,0.006581622641533613,0.00835978239774704,0.010632654651999474
niggas,98.5,98.84,0.986294408639272,1,0.7886675596237183,0.9565832018852234,0.006939183454960585,0.010950608178973198,0.006834510713815689,0.006935208570212126,0.012560966424643993
just,98.84,99.12,0.4655969440937042,0,0.5553934574127197,0.9535265564918518,0.006684132385998964,0.00788379367440939,0.00577221205458045,0.006579933688044548,0.017074694857001305
phony,99.12,99.52,0.734977662563324,0,0.5187347531318665,0.9568390846252441,0.006581729743629694,0.007308497559279203,0.0052454061806201935,0.005766563583165407,0.018109112977981567
i,99.52,99.96,0.8843462467193604,0,0.007027609273791313,0.00939981546252966,0.007446987554430962,0.005235266871750355,0.008617018349468708,0.004541776143014431,0.9624244570732117
put,99.96,100.2,0.984847366809845,0,0.007631986867636442,0.007805907167494297,0.007243845146149397,0.005298347678035498,0.008467077277600765,0.004650733433663845,0.9734210968017578
that,100.2,100.46,0.9980828762054444,0,0.005736846476793289,0.010592385195195675,0.009368524886667728,0.005024121142923832,0.0072463802061975,0.0040584104135632515,0.9661858081817627
on,100.46,100.7,0.9547027945518494,0,0.004404719453305006,0.013193076476454735,0.007903963327407837,0.01583089679479599,0.005736104212701321,0.003740546526387334,0.9314817786216736
my,100.7,100.82,0.9828253388404846,0,0.008823836222290993,0.016398318111896515,0.007042395882308483,0.004330716095864773,0.004880186170339584,0.0032442945521324873,0.9544158577919006
mama,100.82,101.12,0.9633784890174866,0,0.007176470477133989,0.009552648290991783,0.006915863137692213,0.005365761928260326,0.006561252288520336,0.004281561356037855,0.970012366771698
and,101.12,101.44,0.9424355030059814,0,0.007978640496730804,0.0070958915166556835,0.006687597371637821,0.0053763920441269875,0.007158130407333374,0.0050431001000106335,0.9752389788627625
my,101.44,101.68,0.9890586733818054,0,0.007599723991006613,0.006331522483378649,0.0072253551334142685,0.005185087211430073,0.006885522045195103,0.005649834871292114,0.9758736491203308
dad,101.68,101.92,0.4107404053211212,0,0.006816500332206488,0.006958524696528912,0.008492812514305115,0.004831413272768259,0.007629707921296358,0.0056272754445672035,0.974545419216156
homes,101.92,102.44,0.6254317164421082,0,0.008671246469020844,0.008572828024625778,0.006997059565037489,0.005323740188032389,0.006439167074859142,0.005069174338132143,0.9725332856178284
yellow,102.44,103.02,0.8676015138626099,0,0.008553553372621536,0.006616875063627958,0.006582255940884352,0.005534001626074314,0.00620870478451252,0.0067358375526964664,0.971981406211853
boys,103.02,103.34,0.9382876753807068,0,0.007024409715086222,0.007331278640776873,0.007062574382871389,0.00552328210324049,0.006752302870154381,0.006274200044572353,0.9754525423049927
on,103.34,103.52,0.9507965445518494,0,0.007328846957534552,0.005763560067862272,0.006991773843765259,0.006116377655416727,0.006504069082438946,0.00796088483184576,0.9760783910751343
your,103.52,103.66,0.9812442660331726,0,0.008569261990487576,0.007596780080348253,0.005781978368759155,0.00582490349188447,0.006832851096987724,0.00518953800201416,0.9740467071533203
team,103.66,103.9,0.99463152885437,0,0.006945142988115549,0.006423663347959518,0.006747574545443058,0.006138825323432684,0.00765423895791173,0.006312976591289043,0.9781495928764343
so,103.9,104.1,0.5466140508651733,0,0.00971170049160719,0.008526776917278767,0.005950747523456812,0.005133568309247494,0.006763466168195009,0.0054544722661376,0.9739373326301575
youre,104.1,104.36,0.9771398603916168,0,0.009861834347248077,0.008227385580539703,0.006263928022235632,0.0048286630772054195,0.007283048238605261,0.005265543237328529,0.972854733467102
losing,104.36,104.66,0.9882303476333618,0,0.007991486229002476,0.006930415518581867,0.00718224560841918,0.004896536469459534,0.00980012770742178,0.004643062129616737,0.9769771099090576
a,104.66,105.1,0.4054577052593231,0,0.010864297859370708,0.00552093330770731,0.005433049518615007,0.005079661030322313,0.009893938899040222,0.0065841046161949635,0.9714584946632385
yo,105.1,105.26,0.710044264793396,0,0.008756076917052269,0.007627531420439482,0.006401712540537119,0.004326133988797665,0.008234765380620956,0.005034403409808874,0.9738346934318542
drake,105.26,105.68,0.1635564267635345,0,0.0067797331139445305,0.005998541135340929,0.012309107929468155,0.004402825143188238,0.005181700922548771,0.007037885952740908,0.9633252024650574
