,word,start,end,prob,curse
55,got,43.52,43.66,0.7527390718460083,0
56,my,43.66,43.86,0.9674482941627502,0
57,dangers,43.86,44.2,0.9022526144981384,0
58,fear,52.28,52.84,0.8771384358406067,0
59,over,52.84,53.36,0.9227207899093628,0
60,pride,53.36,53.64,0.9967103004455566,0
61,bloods,54.14,54.7,0.6725135743618011,0
62,you,54.7,54.82,0.960674524307251,0
63,cant,54.82,55.1,0.9726895391941071,0
64,hide,55.1,55.28,0.9976709485054016,0
65,face,55.78,56.2,0.9724499583244324,0
66,of,56.2,56.48,0.8842689990997314,0
67,a,56.48,56.66,0.9966405630111694,0
68,woman,56.66,56.9,0.8327720761299133,0
69,tears,57.48,57.84,0.989549845457077,0
70,of,57.84,58.06,0.9978331923484802,0
71,a,58.06,58.2,0.9983281493186951,0
72,child,58.2,58.54,0.9991648197174072,0
73,im,58.54,59.3,0.5432287305593491,0
74,rod,59.3,59.6,0.11128553003072739,0
75,sign,59.96,60.24,0.18409912288188934,0
76,of,60.24,60.4,0.9920750856399536,0
77,sulfur,60.4,60.88,0.7108609080314636,0
78,skeletal,61.32,61.94,0.9895859360694885,0
79,belt,61.94,62.4,0.8370650410652161,0
80,chola,62.56,63.0,0.30051348358392715,0
81,handle,63.34,63.86,0.6822079569101334,0
82,in,63.86,64.1,0.9755527377128601,0
83,each,64.1,64.48,0.9845337867736816,0
84,of,64.48,64.72,0.9978899359703064,0
85,my,64.72,64.98,0.9994350075721741,0
86,tentacles,64.98,65.54,0.9969035089015961,0
87,im,65.86,66.24,0.9559195935726166,0
88,moonshining,66.24,67.14,0.9095838864644369,0
89,juice,67.14,67.6,0.5103763341903687,0
90,dont,67.96,68.24,0.999428391456604,0
91,try,68.24,68.5,0.9907009601593018,0
92,me,68.5,68.82,0.999496340751648,0
93,live,69.34,69.62,0.9595483541488647,0
94,the,69.62,69.78,0.6627490520477295,0
95,field,69.78,70.16,0.8654620051383972,0
96,life,70.4,70.54,0.9602346420288086,0
97,beat,70.54,71.02,0.8599066734313965,0
98,me,71.02,71.26,0.9997026324272156,0
99,nothing,71.5,71.8,0.9891720414161682,0
100,hurts,71.8,72.22,0.9991532564163208,0
101,im,72.22,72.64,0.9996496438980103,0
102,seething,72.64,73.44,0.9470610817273458,0
103,your,73.6,73.8,0.9466655850410461,0
104,smoke,73.8,74.24,0.9939360022544861,0
105,signals,74.24,74.92,0.9986311793327332,0
106,precede,74.92,75.64,0.7467147260904312,0
107,me,75.64,75.78,0.9999756813049316,0
108,im,76.14,76.36,0.9995182454586029,0
109,inside,76.36,76.96,0.9998378753662109,0
110,my,76.96,77.22,0.9997920393943787,0
111,tv,77.22,77.68,0.9957361221313477,0
112,where,77.86,78.02,0.34159213304519653,0
113,everyone,78.02,78.52,0.9845008850097656,0
114,but,78.64,78.8,0.991647481918335,0
115,i,78.8,78.98,0.9993818998336792,0
116,can,78.98,79.2,0.9998288154602051,0
117,see,79.2,79.6,0.9954953193664551,0
118,me,79.6,79.96,0.9977384805679321,0
119,why,80.48,80.92,0.8936558365821838,0
120,are,80.92,81.1,0.9739347100257874,0
121,you,81.1,81.2,0.9999393224716187,0
122,here,81.2,81.7,0.9932610392570496,0
123,fear,84.94,85.66,0.9626469016075134,0
124,over,85.66,86.1,0.8651226162910461,0
125,pride,86.1,86.42,0.058088138699531555,0
126,bloods,86.96,87.54,0.48087526485323906,0
127,you,87.54,87.62,0.82708340883255,0
128,cant,87.62,88.04,0.9591025412082672,0
129,hide,88.04,88.12,0.9512274861335754,0
130,face,88.54,89.0,0.07067041099071503,0
131,of,89.0,89.34,0.9692837595939636,0
132,a,89.34,89.44,0.9739415049552917,0
133,woman,89.44,89.84,0.88216233253479,0
134,no,90.1,90.18,0.030438758432865143,0
135,boy,90.18,90.24,0.6706386208534241,0
136,tears,90.34,90.72,0.987773597240448,0
137,of,90.72,90.94,0.9993748068809509,0
138,a,90.94,91.04,0.995102047920227,0
139,child,91.04,91.34,0.9970273375511169,0
140,no,91.72,91.72,0.966677188873291,0
141,boy,91.72,91.96,0.9765872359275818,0
142,burn,92.04,92.32,0.7666029930114746,0
143,through,92.32,92.54,0.9158492088317871,0
144,it,92.54,92.66,0.9991528987884521,0
145,burn,92.76,93.02,0.9956325888633728,0
146,through,93.02,93.32,0.9988982677459717,0
147,it,93.32,93.54,0.9995941519737244,0
148,im,94.06,94.58,0.9927496016025543,0
149,not,94.58,94.74,0.997856080532074,0
150,taking,94.74,95.08,0.8292653560638428,0
151,turns,95.08,95.6,0.997891366481781,0
152,to,95.6,95.78,0.9383468627929688,0
153,it,95.78,95.94,0.998503565788269,0
154,burns,96.0,96.4,0.49951010942459106,0
155,to,96.4,96.6,0.8586243391036987,0
156,it,96.6,96.8,0.9998805522918701,0
157,you,97.48,98.0,0.9977940320968628,0
158,know,98.0,98.2,0.9993744492530823,0
159,we,98.2,98.4,0.9806381464004517,0
160,burn,98.4,98.8,0.9568048119544983,0
161,through,98.8,99.06,0.9979077577590942,0
162,it,99.06,99.24,0.9995303153991699,0
163,burn,99.3,99.58,0.9967448711395264,0
164,through,99.58,99.86,0.9987156391143799,0
165,it,99.86,100.06,0.9996178150177002,0
166,we,100.6,101.1,0.9971016049385071,0
167,aint,101.1,101.36,0.9973850548267365,0
168,taking,101.36,101.66,0.9923582673072815,0
169,turns,101.66,102.1,0.9975705742835999,0
170,to,102.1,102.36,0.9949454665184021,0
171,it,102.36,102.5,0.9981004595756531,0
172,burns,102.64,102.8,0.8306488990783691,0
173,to,102.8,103.14,0.9266186356544495,0
174,it,103.14,103.36,0.9998782873153687,0
175,hey,104.3,104.62,0.4379824995994568,0
176,hey,104.78,105.02,0.9906309247016907,0
177,see,130.1,130.88,0.019499365240335464,0
178,myself,130.88,131.66,0.918211817741394,0
179,jump,131.66,131.98,0.6001551151275635,0
180,spin,131.98,132.42,0.47895950078964233,0
181,through,132.42,132.82,0.9245691895484924,0
182,top,132.82,133.24,0.8267292976379395,0
183,of,133.24,133.56,0.991780698299408,0
184,you,133.56,133.98,0.9479701519012451,0
185,my,134.12,134.5,0.6574076414108276,0
186,flint,134.5,134.82,0.37473608553409576,0
187,lets,134.82,135.38,0.7328254729509354,0
188,let,135.38,135.64,0.7271249890327454,0
189,that,135.64,136.08,0.9918513894081116,0
190,attitude,136.08,136.94,0.4277603030204773,0
191,lets,136.94,136.94,0.3284096955321729,0
192,let,136.94,136.94,0.9264914989471436,0
193,that,136.94,136.94,0.9803921580314636,0
194,attitude,136.94,137.06,0.8654477596282959,0
195,youll,138.32,138.98,0.2364829182624817,0
196,break,138.98,139.42,0.8746793866157532,0
197,out,139.42,139.76,0.3887745440006256,0
198,confused,139.76,140.58,0.16564328968524933,0
199,choo,140.88,141.0,0.9027235805988312,0
200,choo,141.0,141.32,0.8754978974660238,0
201,train,141.6,141.74,0.5987709760665894,0
202,a,141.74,141.98,0.4013753831386566,0
203,thought,141.98,142.26,0.877209484577179,0
204,in,142.26,142.56,0.9936488270759583,0
205,my,142.56,142.72,0.9981651902198792,0
206,logic,142.72,143.26,0.9945011138916016,0
207,loop,143.26,143.74,0.9872841835021973,0
208,fear,150.64,151.2,0.09172014147043228,0
209,over,151.2,151.64,0.7321496605873108,0
210,pride,151.64,152.06,0.7298003435134888,0
211,no,152.28,152.28,0.0004961652448400855,0
212,boy,152.28,152.56,0.2502860426902771,0
213,bloods,152.7,153.12,0.4296882599592209,0
214,you,153.12,153.22,0.9604910612106323,0
215,cant,153.22,153.5,0.9833590686321259,0
216,hide,153.5,153.66,0.9989652633666992,0
217,no,153.66,153.9,0.961850643157959,0
218,boy,153.9,154.2,0.996122419834137,0
219,face,154.3,154.64,0.9793744087219238,0
220,of,154.64,154.92,0.9570508599281311,0
221,a,154.92,155.02,0.9986754059791565,0
222,woman,155.02,155.34,0.9922733902931213,0
223,no,155.7,155.7,0.9592227339744568,0
224,boy,155.7,155.82,0.9966303706169128,0
225,tears,155.9,156.28,0.9745064079761505,0
226,of,156.28,156.5,0.9982911944389343,0
227,a,156.5,156.6,0.9995529055595398,0
228,child,156.6,157.08,0.9996703863143921,0
229,broken,157.08,157.5,0.738214373588562,0
230,hands,157.5,157.88,0.9338465332984924,0
231,on,157.88,158.0,0.8978278040885925,0
232,all,158.0,158.2,0.9395947456359863,0
233,my,158.2,158.34,0.9947890043258667,0
234,fingers,158.34,158.96,0.9968659281730652,0
235,buckle,159.22,159.6,0.8952749371528625,0
236,down,159.6,159.84,0.9988141059875488,0
237,my,159.84,160.1,0.9987185001373291,0
238,knuckles,160.1,160.66,0.998113602399826,0
239,like,160.66,161.26,0.7600489258766174,0
240,screamers,161.26,162.02,0.9603529572486877,0
241,stitch,162.22,162.44,0.7783492207527161,0
242,up,162.44,162.7,0.9943371415138245,0
243,my,162.7,162.9,0.9995393753051758,0
244,blown,162.9,163.26,0.9964309930801392,0
245,out,163.26,163.48,0.6915270686149597,0
246,trench,163.48,163.96,0.8546885848045349,0
247,with,163.96,164.5,0.9979839324951172,0
248,leather,164.5,164.76,0.8346849679946899,0
249,streamers,164.76,165.54,0.985720157623291,0
250,im,165.8,166.14,0.9994177520275116,0
251,jane,166.14,166.44,0.6948552131652832,0
252,link,166.44,166.74,0.5716851949691772,0
253,fitness,166.74,167.18,0.2580758035182953,0
254,split,167.2,167.64,0.3964678645133972,0
255,stream,167.64,168.12,0.6046144366264343,0
256,and,168.12,168.48,0.6530106663703918,0
257,dreamer,168.48,169.26,0.7090926766395569,0
258,i,169.26,170.1,0.5859196186065674,0
259,keep,170.1,170.36,0.9582504630088806,0
260,on,170.36,170.6,0.8821707963943481,0
261,hanging,170.6,170.88,0.33388158679008484,0
262,from,170.88,171.16,0.9911940693855286,0
263,my,171.16,171.38,0.9953215718269348,0
264,balcony,171.38,171.92,0.9905795454978943,0
265,shriveling,172.34,172.82,0.9572093784809113,0
266,my,172.82,173.06,0.9914137125015259,0
267,son,173.06,173.38,0.7812567353248596,0
268,warm,173.52,173.84,0.7093750238418579,0
269,piss,173.84,174.18,0.8863068222999573,0
270,showing,174.18,174.58,0.8128603100776672,0
271,through,174.58,174.84,0.9968910813331604,0
272,his,174.84,175.08,0.570644736289978,0
273,cheap,175.08,175.38,0.689909040927887,0
274,slacks,175.38,175.8,0.7134160995483398,0
275,and,175.8,175.96,0.18817004561424255,0
276,bitches,175.96,176.24,0.23972903192043304,1
277,died,176.24,176.96,0.827877938747406,0
278,open,177.2,177.6,0.25792425870895386,0
279,in,177.6,177.82,0.6372724175453186,0
280,my,177.82,177.96,0.9984092116355896,0
281,front,177.96,178.26,0.9463049173355103,0
282,raging,178.58,178.98,0.9491460919380188,0
283,like,178.98,179.5,0.8179843425750732,0
284,ive,179.5,179.7,0.9737636744976044,0
285,never,179.7,179.96,0.9972416162490845,0
286,slept,179.96,180.4,0.9840534329414368,0
287,they,180.52,180.68,0.42555832862854004,0
288,can,180.68,180.82,0.941783607006073,0
289,cry,180.82,181.1,0.8886241316795349,0
290,like,181.1,181.5,0.9904999136924744,0
291,a,181.5,181.7,0.9758604764938354,0
292,baby,181.7,182.12,0.9939001798629761,0
293,formula,182.12,182.52,0.340067058801651,0
294,on,182.52,183.1,0.9973871111869812,0
295,the,183.1,183.28,0.9984782338142395,0
296,breast,183.28,183.66,0.7487700581550598,0
297,needle,183.78,184.12,0.9740407168865204,0
298,of,184.12,184.3,0.9968841671943665,0
299,your,184.3,184.48,0.9914572834968567,0
300,eyes,184.48,184.78,0.9614547491073608,0
301,no,185.06,185.06,0.02824302203953266,0
302,boy,185.06,185.32,0.44934624433517456,0
303,river,185.42,185.6,0.578956663608551,0
304,now,185.6,186.04,0.9065580368041992,0
305,ride,186.04,186.44,0.2266102433204651,0
306,no,186.7,186.7,0.9543662071228027,0
307,boy,186.7,186.98,0.9983397722244263,0
308,fear,187.08,187.32,0.8940585255622864,0
309,over,187.32,187.76,0.9812594056129456,0
310,pride,187.76,188.08,0.29420173168182373,0
311,no,188.1,188.32,0.9876651763916016,0
312,boy,188.32,188.62,0.9956484436988831,0
313,bloods,188.7,189.16,0.5949543416500092,0
314,you,189.16,189.24,0.9951395988464355,0
315,cant,189.24,189.54,0.9970012903213501,0
316,hide,189.54,189.72,0.9989787340164185,0
317,no,189.76,189.94,0.9972720742225647,0
318,boy,189.94,190.28,0.9983885288238525,0
319,face,190.34,190.66,0.9586696624755859,0
320,of,190.66,190.96,0.989656925201416,0
321,a,190.96,191.12,0.9998012185096741,0
322,woman,191.12,191.38,0.9978160858154297,0
323,no,191.72,191.78,0.9543816447257996,0
324,boy,191.78,191.9,0.9973806738853455,0
325,tears,191.96,192.32,0.5940982103347778,0
326,of,192.32,192.54,0.9988577365875244,0
327,a,192.54,192.66,0.9995083808898926,0
328,child,192.66,193.0,0.9996047616004944,0
329,no,193.42,193.44,0.9941686391830444,0
330,boy,193.44,193.54,0.99913090467453,0
331,in,193.62,193.78,0.995267927646637,0
332,a,193.78,193.9,0.9995941519737244,0
333,foreign,193.9,194.32,0.9994530081748962,0
334,land,194.32,194.7,0.997520387172699,0
335,no,195.04,195.04,0.9836686253547668,0
336,boy,195.04,195.22,0.998461127281189,0
337,single,195.36,195.86,0.9913718700408936,0
338,file,195.86,196.26,0.9659895896911621,0
339,you,196.52,196.52,0.9611412286758423,0
340,know,196.52,196.58,0.9994587302207947,0
341,we,196.58,196.76,0.9925497770309448,0
342,burn,196.76,197.16,0.940285325050354,0
343,through,197.16,197.44,0.05181872472167015,0
344,it,197.44,197.62,0.6558408141136169,0
345,burn,197.76,197.98,0.9875577688217163,0
346,through,197.98,198.28,0.047978658229112625,0
347,it,198.28,198.38,0.9964266419410706,0
348,we,198.38,199.46,0.5834819674491882,0
349,aint,199.46,199.7,0.9730206727981567,0
350,taking,199.7,200.02,0.7283262014389038,0
351,charge,200.02,200.48,0.7889970541000366,0
352,to,200.48,200.72,0.8953059911727905,0
353,it,200.72,201.0,0.8856764435768127,0
354,we,201.0,201.2,0.01742082796863542,0
355,to,201.2,202.94,0.10488365590572357,0
356,exactly,202.94,208.18,3.1816878163226647e-06,0
357,mainstream,209.4,210.24,1.5705478517702431e-06,0
358,live,210.24,210.24,0.0014491098700091243,0
359,aka,210.24,210.24,2.9116357836755924e-05,0
360,sex,210.24,210.24,0.000836188206449151,0
361,burning,210.24,210.24,4.227168392390013e-05,0
362,hands,210.24,210.94,0.003161626635119319,0
363,on,210.94,210.96,0.09139583259820938,0
364,all,210.96,210.96,0.006295449566096067,0
365,my,210.96,210.96,0.005159979804375325,0
366,flii,210.96,211.86,0.02783344628460327,0
367,you,215.14,215.98,0.050460804253816605,0
368,know,215.98,216.26,0.8554607629776001,0
369,we,216.26,216.48,0.8791768550872803,0
370,burn,216.48,216.86,0.43764200806617737,0
371,through,216.86,217.1,0.8777790665626526,0
372,it,217.1,217.32,0.9603111743927002,0
373,burning,218.32,219.16,0.04980074614286423,0
374,hands,219.16,219.46,0.9219970703125,0
375,on,219.46,220.08,0.9397885203361511,0
376,all,220.08,225.76,0.8619443774223328,0
377,my,225.76,226.22,0.3985433811467374,0
378,thank,226.22,226.36,0.15995590388774872,0
379,you,226.36,226.36,0.9979900121688843,0
