,word,start,end,prob,curse
234,think,79.64,79.82,0.9987254738807678,0
235,about,79.82,80.04,0.9708647131919861,0
236,what,80.04,80.22,0.2607596814632416,0
237,youre,80.22,80.62,0.5925654172897339,0
238,doing,80.62,80.86,0.8882806301116943,0
239,i,80.86,88.3,0.08774881809949875,0
240,wanted,88.3,88.68,0.3044782876968384,0
241,i,88.68,89.0,0.6902962327003479,0
242,needed,89.0,89.36,0.8985989093780518,0
243,needed,89.36,89.72,0.9103825688362122,0
244,to,89.72,90.04,0.9389642477035522,0
245,make,90.04,90.26,0.9695936441421509,0
246,me,90.26,90.46,0.7190679311752319,0
247,to,90.46,90.62,0.14601461589336395,0
248,eat,90.62,90.86,0.1621142327785492,0
249,it,90.86,91.08,0.8629016876220703,0
250,shake,91.08,91.28,0.5313427448272705,0
251,it,91.28,91.5,0.9454389214515686,0
252,cant,91.5,91.8,0.7178215086460114,0
253,take,91.8,91.94,0.9441907405853271,0
254,it,91.94,92.12,0.9944129586219788,0
255,must,92.12,92.28,0.8786816596984863,0
256,break,92.28,92.56,0.9889093041419983,0
257,it,92.56,92.76,0.7956722378730774,0
258,break,92.76,92.94,0.9418867230415344,0
259,it,92.94,93.16,0.9958189129829407,0
260,off,93.16,93.34,0.7956065535545349,0
261,there,93.34,93.6,0.5366217494010925,0
262,when,93.6,93.76,0.8513667583465576,0
263,i,93.76,93.96,0.985727846622467,0
264,said,93.96,94.26,0.6006149053573608,0
265,bitch,94.26,94.68,0.4852735102176666,1
266,i,94.68,98.38,0.7946900725364685,0
267,wanted,98.38,98.66,0.9231929779052734,0
268,i,98.66,98.94,0.9692884683609009,0
269,needed,98.94,99.3,0.7858216166496277,0
270,needed,99.3,99.74,0.9439640045166016,0
271,to,99.74,99.96,0.9826585054397583,0
272,make,99.96,100.18,0.9958434700965881,0
273,me,100.18,100.44,0.9751036763191223,0
274,to,100.44,100.62,0.5180675983428955,0
275,eat,100.62,100.84,0.5328261852264404,0
276,it,100.84,101.06,0.9547809362411499,0
277,shake,101.06,101.28,0.9297958612442017,0
278,it,101.28,101.48,0.9862427711486816,0
279,cant,101.48,101.76,0.8617323338985443,0
280,take,101.76,101.92,0.001454544602893293,0
281,it,101.92,102.06,0.529464066028595,0
282,was,102.06,102.22,0.04576999321579933,0
283,break,102.22,102.54,0.06866513937711716,0
284,it,102.54,102.74,0.6063575744628906,0
285,break,102.74,102.94,0.7469104528427124,0
286,it,102.94,103.16,0.9769597053527832,0
287,off,103.16,103.36,0.5268897414207458,0
288,yeah,103.36,103.56,0.36766013503074646,0
289,with,103.56,103.74,0.013499573804438114,0
290,our,103.74,103.96,0.41813206672668457,0
291,saturday,103.96,104.32,0.0008647926733829081,0
292,yes,107.66,108.14,0.24664127826690674,0
293,yes,108.14,108.34,0.3051881277933717,0
294,yes,108.34,108.34,0.6713992953300476,0
295,im,108.34,108.4,0.18964020907878876,0
296,wanted,108.4,108.66,0.660638153553009,0
297,i,108.66,108.96,0.6627244353294373,0
298,needed,108.96,109.28,0.43847256898880005,0
299,needed,109.28,109.7,0.9158002138137817,0
300,to,109.7,109.98,0.9058940410614014,0
301,make,109.98,110.22,0.9926325678825378,0
302,me,110.22,110.46,0.976771354675293,0
303,to,110.46,110.6,0.058984071016311646,0
304,eat,110.6,110.88,0.20207081735134125,0
305,it,110.88,111.14,0.7619912624359131,0
306,shake,111.14,111.28,0.3167448341846466,0
307,it,111.28,111.48,0.9012369513511658,0
308,cant,111.48,111.82,0.715430498123169,0
309,take,111.82,111.9,0.6783123016357422,0
310,it,111.9,112.1,0.978611946105957,0
311,was,112.1,112.24,0.22835010290145874,0
312,break,112.24,112.5,0.3938675820827484,0
313,it,112.5,112.7,0.6700207591056824,0
314,break,112.7,112.94,0.9687851667404175,0
315,it,112.94,113.14,0.9816163778305054,0
316,off,113.14,113.38,0.6971728801727295,0
317,there,113.38,113.64,0.044572602957487106,0
318,when,113.64,113.78,0.5269083380699158,0
319,i,113.78,113.94,0.981253445148468,0
320,said,113.94,114.24,0.9403237104415894,0
321,yes,114.24,114.8,0.45661741495132446,0
322,yes,115.4,115.4,0.029849844053387642,0
323,yes,115.98,116.24,0.5913786292076111,0
324,yes,116.72,117.12,0.7802011966705322,0
325,yes,117.56,117.88,0.734611988067627,0
326,im,118.22,118.46,0.8810492753982544,0
327,wanted,118.46,118.7,0.9451166987419128,0
328,i,118.7,119.0,0.9595221281051636,0
329,needed,119.0,119.34,0.8237344622612,0
330,needed,119.34,119.72,0.9667534828186035,0
331,to,119.72,119.98,0.8506360650062561,0
332,make,119.98,120.2,0.981415867805481,0
333,me,120.2,120.44,0.9819175601005554,0
334,to,120.44,120.62,0.813105046749115,0
335,eat,120.62,120.86,0.7141625881195068,0
336,it,120.86,121.12,0.987846851348877,0
337,shake,121.12,121.32,0.8194730281829834,0
338,it,121.32,121.48,0.9831616878509521,0
339,cant,121.48,121.8,0.9161930680274963,0
340,take,121.8,121.94,0.9620028138160706,0
341,it,121.94,122.14,0.9949283599853516,0
342,us,122.14,122.3,0.0768018588423729,0
343,break,122.3,122.58,0.5710381865501404,0
344,it,122.58,122.74,0.8425456881523132,0
345,break,122.74,122.96,0.34936803579330444,0
346,it,122.96,123.16,0.9723528623580933,0
347,off,123.16,123.38,0.4835315942764282,0
348,yeah,123.38,123.58,0.24075457453727722,0
349,when,123.58,123.74,0.7140553593635559,0
350,i,123.74,123.98,0.7853760719299316,0
351,said,123.98,124.24,0.6050376892089844,0
352,it,124.24,124.68,0.6113079786300659,0
353,getting,124.68,129.24,0.6892394423484802,0
354,looser,129.24,129.82,0.6828483641147614,0
355,and,129.82,130.08,0.8982442617416382,0
356,looser,130.08,130.56,0.990412563085556,0
357,and,130.56,130.9,0.9098764657974243,0
358,looser,130.9,131.5,0.8976052105426788,0
359,and,131.5,131.74,0.759604275226593,0
360,losing,131.74,132.26,0.7103700041770935,0
361,yourself,132.26,132.72,0.975100040435791,0
362,in,132.72,133.18,0.9882584810256958,0
363,the,133.18,133.38,0.9847336411476135,0
364,group,133.38,133.66,0.5440946817398071,0
365,that,133.66,133.86,0.5347946882247925,0
366,has,133.86,134.1,0.8309605121612549,0
367,the,134.1,134.26,0.8058145046234131,0
368,whole,134.26,134.54,0.9892212152481079,0
369,party,134.54,135.02,0.9663093686103821,0
370,move,135.02,135.46,0.5299460887908936,0
371,and,135.46,135.68,0.8679917454719543,0
372,your,135.68,135.86,0.43430352210998535,0
373,grooves,135.86,136.4,0.5858755558729172,0
374,and,136.4,136.56,0.9520105123519897,0
375,you,136.56,136.68,0.8344733119010925,0
376,dont,136.68,136.92,0.9957834184169769,0
377,know,136.92,137.08,0.9979124665260315,0
378,what,137.08,137.3,0.9947688579559326,0
379,youre,137.3,137.66,0.7924039661884308,0
380,doing,137.66,137.92,0.9825257062911987,0
381,and,137.92,138.16,0.775356113910675,0
382,get,138.16,138.36,0.34604552388191223,0
383,dont,138.36,138.84,0.6511327773332596,0
384,give,138.84,139.1,0.9295071959495544,0
385,up,139.1,139.62,0.9879688024520874,0
386,cuz,139.62,139.82,0.7266532778739929,0
387,youre,139.82,140.12,0.7606708705425262,0
388,so,140.12,140.38,0.9405727386474609,0
389,good,140.38,141.18,0.5877705812454224,0
390,up,141.18,141.46,0.2120695561170578,0
391,your,141.46,141.66,0.3201947510242462,0
392,throat,141.66,142.0,0.8897982835769653,0
393,eat,142.0,142.4,0.5775759220123291,0
394,up,142.4,142.82,0.8514663577079773,0
395,and,142.82,143.02,0.8862611651420593,0
396,keep,143.02,143.2,0.9753538966178894,0
397,on,143.2,143.4,0.870084822177887,0
398,riding,143.4,143.74,0.5132308602333069,0
399,cuz,143.74,144.02,0.8044343590736389,0
400,your,144.02,144.24,0.7891384959220886,0
401,time,144.24,144.52,0.5489504933357239,0
402,is,144.52,144.74,0.44242602586746216,0
403,on,144.74,145.16,0.45645180344581604,0
404,and,145.16,145.7,0.6507401466369629,0
405,that,145.7,145.96,0.3888603746891022,0
406,flower,145.96,146.22,0.25504058599472046,0
407,is,146.22,146.5,0.7478396892547607,0
408,on,146.5,146.92,0.9955049157142639,0
409,you,146.92,147.3,0.9905248284339905,0
410,its,147.3,147.58,0.8138377368450165,0
411,time,147.58,147.8,0.9858109951019287,0
412,to,147.8,147.98,0.9946812987327576,0
413,get,147.98,148.18,0.9978055357933044,0
414,gone,148.18,148.58,0.5519396662712097,0
415,before,148.58,149.0,0.8367083072662354,0
416,i,149.0,149.22,0.29690131545066833,0
417,finish,149.22,149.52,0.7764446139335632,0
418,the,149.52,149.96,0.7857250571250916,0
419,yarn,149.96,150.38,0.41975831985473633,0
420,till,150.38,150.68,0.8399642705917358,0
421,its,150.68,151.0,0.9545170366764069,0
422,come,151.0,151.38,0.0011769456323236227,0
423,on,151.38,152.12,0.8389312028884888,0
424,whats,152.12,152.74,0.1577233192510903,0
425,with,152.74,152.88,0.4681239128112793,0
426,it,152.88,153.0,0.5828759074211121,0
427,embalmed,153.0,153.68,0.6826541423797607,0
428,it,153.68,153.86,0.2812536060810089,0
429,then,153.86,154.06,0.43076393008232117,0
430,for,154.06,154.42,0.1324254274368286,0
431,till,154.42,154.66,0.3820895850658417,0
432,it,154.66,154.88,0.8913483619689941,0
433,breaks,154.88,155.16,0.9079657793045044,0
434,start,155.16,155.72,0.7429360151290894,0
435,the,155.72,155.9,0.45593592524528503,0
436,pondering,155.9,156.46,0.8626173734664917,0
437,wreck,156.46,156.78,0.4028068780899048,0
438,me,156.78,157.18,0.9557546377182007,0
439,im,157.18,157.42,0.8885057866573334,0
440,all,157.42,157.58,0.9990381002426147,0
441,about,157.58,157.9,0.9990004897117615,0
442,the,157.9,158.12,0.9942104816436768,0
443,face,158.12,158.54,0.4415314197540283,0
444,but,158.54,159.02,0.9748716950416565,0
445,it,159.02,159.24,0.9950851798057556,0
446,tastes,159.24,159.5,0.6156269311904907,0
447,so,159.5,159.78,0.7710412740707397,0
448,kind,159.78,160.14,0.6067015528678894,0
449,so,160.14,160.44,0.9426851272583008,0
450,pain,160.44,160.7,0.3834948241710663,0
451,no,160.7,160.88,0.810771644115448,0
452,minder,160.88,161.32,0.23410268127918243,0
453,the,161.32,161.5,0.7327112555503845,0
454,tank,161.5,161.84,0.715249240398407,0
455,wanna,161.84,162.42,0.7192188501358032,0
456,hear,162.42,162.78,0.9953397512435913,0
457,that,162.78,163.1,0.9812358617782593,0
458,song,163.1,163.58,0.9786496758460999,0
459,you,163.58,163.78,0.9317095875740051,0
460,know,163.78,164.04,0.9699370265007019,0
461,the,164.04,164.24,0.22524014115333557,0
462,ball,164.24,164.46,0.08890808373689651,0
463,with,164.46,164.66,0.895159900188446,0
464,the,164.66,164.86,0.942168653011322,0
465,bench,164.86,165.28,0.2620231509208679,0
466,to,165.28,165.46,0.42933616042137146,0
467,make,165.46,165.66,0.98173987865448,0
468,the,165.66,165.92,0.8089612126350403,0
469,asses,165.92,166.26,0.8617584109306335,0
470,direct,166.26,166.8,0.23703646659851074,0
471,forget,166.8,167.7,0.788796603679657,0
472,the,167.7,167.94,0.7369914054870605,0
473,hydrate,167.94,168.52,0.9336040914058685,0
474,till,168.52,168.78,0.8663671016693115,0
475,theyre,168.78,169.02,0.7492955029010773,0
476,so,169.02,169.16,0.9125473499298096,0
477,fk,169.16,169.46,0.378631924589475,0
478,if,169.46,169.64,0.6430526971817017,0
479,they,169.64,169.86,0.9920024871826172,0
480,take,169.86,170.18,0.9520231485366821,0
481,up,170.18,170.44,0.7307147979736328,0
482,all,170.44,170.7,0.9921969175338745,0
483,of,170.7,170.9,0.9253429770469666,0
484,their,170.9,171.04,0.9138420820236206,0
485,clothes,171.04,171.3,0.978745698928833,0
486,and,171.3,171.6,0.8370702862739563,0
487,whip,171.6,171.82,0.43710291385650635,0
488,it,171.82,172.56,0.9243715405464172,0
489,on,172.56,172.76,0.6108584403991699,0
490,me,172.76,172.94,0.9900771379470825,0
491,like,172.94,173.1,0.998067319393158,0
492,my,173.1,173.38,0.9974426031112671,0
493,bodys,173.38,173.82,0.9102640151977539,0
494,made,173.82,173.98,0.9881489872932434,0
495,to,173.98,174.16,0.7687292695045471,0
496,fix,174.16,174.4,0.39594942331314087,0
497,when,174.4,174.64,0.6387529373168945,0
498,theyre,174.64,174.94,0.7577630579471588,0
499,lit,174.94,175.16,0.8162224888801575,0
500,you,175.16,175.44,0.9329564571380615,0
501,got,175.44,175.64,0.9192488193511963,0
502,the,175.64,175.86,0.9983701109886169,0
503,ones,175.86,176.1,0.9889519810676575,0
504,on,176.1,176.34,0.9673289656639099,0
505,the,176.34,176.48,0.9954066276550293,0
506,grill,176.48,176.9,0.9633103609085083,0
507,no,176.9,177.52,0.15598054230213165,0
508,peace,177.52,177.74,0.3087136149406433,0
509,when,177.74,177.98,0.5343876481056213,0
510,theyre,177.98,178.34,0.8908263742923737,0
511,here,178.34,178.46,0.93504399061203,0
512,but,178.46,178.78,0.9409565925598145,0
513,either,178.78,179.06,0.9942599534988403,0
514,way,179.06,179.4,0.9979861974716187,0
515,i,179.4,179.6,0.8214858174324036,0
516,must,179.6,179.76,0.8704866170883179,0
517,say,179.76,180.06,0.9987154006958008,0
518,i,180.06,180.42,0.9740893244743347,0
519,really,180.42,180.76,0.9991549253463745,0
520,dont,180.76,181.16,0.5643481016159058,0
521,give,181.16,181.32,0.9797709584236145,0
522,a,181.32,181.52,0.9867331385612488,0
523,st,181.52,181.96,0.5109921935945749,0
524,long,181.96,182.14,0.24051569402217865,0
525,as,182.14,182.4,0.6535581946372986,0
526,its,182.4,182.68,0.8172486126422882,0
527,somewhere,182.68,183.12,0.9466080665588379,0
528,oh,183.12,183.7,0.22722412645816803,0
529,and,183.7,183.84,0.919642448425293,0
530,they,183.84,184.02,0.972002387046814,0
531,promise,184.02,184.28,0.8825106620788574,0
532,not,184.28,184.62,0.9925336837768555,0
533,to,184.62,184.86,0.9873400330543518,0
534,dare,184.86,185.26,0.1371813714504242,0
535,we,185.26,185.64,0.9151074886322021,0
536,could,185.64,185.86,0.47482436895370483,0
537,do,185.86,186.04,0.9821076989173889,0
538,this,186.04,186.26,0.9970979690551758,0
539,like,186.26,186.52,0.9944584369659424,0
540,its,186.52,186.78,0.22373740747570992,0
541,in,186.78,187.12,0.046057216823101044,0
542,the,187.12,187.48,0.9732322692871094,0
543,powers,187.48,187.94,0.4176311194896698,0
544,of,187.94,188.16,0.5193396210670471,0
545,their,188.16,188.48,0.14500367641448975,0
546,whatever,188.48,189.08,0.8924390077590942,0
547,lucys,189.08,189.74,0.31998731195926666,0
548,hello,189.74,190.02,0.3181415796279907,0
549,and,190.02,190.66,0.4438002109527588,0
550,no,190.66,190.9,0.09533949196338654,0
551,pussies,190.9,191.32,0.782797118028005,0
552,dont,191.32,191.54,0.9603392481803894,0
553,smell,191.54,192.24,0.9191336035728455,0
554,wheres,196.10000000000002,196.68,0.6646296381950378,0
555,it,196.68,196.82,0.90761399269104,0
556,at,196.82,197.14,0.8995091319084167,0
557,i,197.14,201.14,0.3394968807697296,0
558,wanted,201.14,203.7,0.5608322024345398,0
559,i,203.7,204.0,0.9179600477218628,0
560,needed,204.0,204.36,0.5677739381790161,0
561,needed,204.36,204.74,0.9553755521774292,0
562,to,204.74,205.0,0.9779589176177979,0
563,make,205.0,205.24,0.9935086965560913,0
564,me,205.24,205.44,0.9491880536079407,0
565,the,205.44,205.68,0.18230590224266052,0
566,leader,205.68,205.94,0.22384518384933472,0
567,shake,205.94,206.3,0.5681516528129578,0
568,it,206.3,206.5,0.8741392493247986,0
569,cant,206.5,206.8,0.8136057257652283,0
570,take,206.8,206.92,0.0034732434432953596,0
571,it,206.92,207.12,0.5841198563575745,0
572,must,207.12,207.26,0.2424565553665161,0
573,break,207.26,207.58,0.9760411381721497,0
574,it,207.58,207.76,0.6461218595504761,0
575,break,207.76,207.94,0.5163044333457947,0
576,it,207.94,208.16,0.9795432686805725,0
577,off,208.16,208.34,0.7242818474769592,0
578,yeah,208.34,208.56,0.43355390429496765,0
579,when,208.56,208.76,0.8347014784812927,0
580,i,208.76,208.96,0.5737035274505615,0
581,said,208.96,209.24,0.5908108949661255,0
582,its,209.24,209.94,0.2991667091846466,0
583,bitch,209.94,210.56,0.12318676710128784,1
584,i,210.56,213.32,0.49835777282714844,0
585,wanted,213.32,213.66,0.29895633459091187,0
586,i,213.66,213.96,0.8854249715805054,0
587,needed,213.96,214.24,0.6021106243133545,0
588,needed,214.24,214.7,0.7702327370643616,0
589,to,214.7,214.96,0.9762759208679199,0
590,make,214.96,215.2,0.9956395626068115,0
591,me,215.2,215.44,0.9703065752983093,0
592,feel,215.44,215.66,0.8820583820343018,0
593,heated,215.66,215.96,0.8591374754905701,0
594,shake,215.96,216.28,0.16990260779857635,0
595,it,216.28,216.48,0.954311192035675,0
596,cant,216.48,216.78,0.6568363308906555,0
