DALI_ID,NAME,YOUTUBE,WORKING
694d03f17785481db2448308092f0930,Gloria_Gaynor-I_Am_What_I_Am,YnvxJ0qt6-E,True
22b27e1d8d8348329ef8ada66a29338d,Barenaked_Ladies-One_Week,lPW0Y0MEteM,True
ba457fa1d791485fb798e2a6a7b1d4bb,Silversun_Pickups-Circadian_Rhythm_(Last_Dance),BVHkeQNmMvM,True
cca61bd4e49c4192b56798fde12dcb5c,The_Radios-She_Goes_Nana,W3tpcSr2JUg,True
7e0bd8e6e71948e78fccf8bc9be7599d,Harry_Chapin-Cat's_In_The_Cradle,un2EfjEJAOA,True
4c5e17f6820546b2819dc0795195c304,Glee_Cast-Marry_You,vP2eGuTgpak,True
9e663402802d4a6dbe7cd281817a9ee9,Kings_Of_Leon-Red_Morning_Light,9V0h2ntz2aQ,True
8b24e6bea5b94cb4bfde36fb9d68d3d1,"Juliane_Werding-Am_Tag,_Als_Conny_Kramer_Starb",R-Sw7UKbtE4,True
9fe1d4ff035d43839e7556cd7293d525,Skid_Row-Youth_Gone_Wild,ZCpLH93Vxrc,True
df1f678bd340455aba49a8d5e63dfb83,The_Offspring-Can't_Repeat,sUtgowLdOEo,True
7391da7a6bdf4a438b8211041ea0bb23,Rise_Against-Roadside,wpezFWV5fpY,True
12dbf5ebb5214d209e17b4bf6798249a,Marco_Borsato-Onbewoonbaar_Verklaard,arr7zmiIQZM,True
f00f08057552490988a060299a05a74b,Christina_Aguilera-Let_There_Be_Love,1MQ9Rxpeqr4,True
0bb9ebfc218844afb8d892546ec9c2fe,Kabouter_Plop-Kabouterdans,o3YWv4pWqk4,True
3fa310e10a034e2b93e6b191c7e86694,Jovanotti-Serenata_Rap,xtOTijORmu4,True
dbbe318597064f2d9f08a8accc7183bd,Stefan_Raab-Wadde_Hadde_Dudde_Da?,bFOgcCZbr04,True
b90abdc46fc64763b5863ba7eaac3a41,Sevendust-Denial,aRJiRteTcAc,True
8b093cde893548ac8805989e46e36e7c,Jason_Mraz-Butterfly,s8Gf0TzygLc,True
1f7b470390c448449436c21f33360d41,Hopes_Die_Last-Some_Like_It_Cold,hi2WfQjk0GQ,True
fca39df796664aa0b389c195eb19c8ed,Coldplay-Low,vjNiXxDFpfg,True
cfa284538bc2498f9f55eff9c75141b7,Esmée_Denters-Outta_Here,x7Xd8Jl33aM,True
303c659690a94cdc9aae3fabfd7cc6c9,Tooji-Stay,lQ0lg2aLSbA,True
2bd2a8b3eeae4c84b6912fabf30a9e22,Sabaton-The_Ghost_Division,keXfiffBzFw,True
90ed9e67e4224cf6880d32255ee6e27b,Alexia-Egoista,HYGQhqJkzkw,True
294671fa8efe4f83a4c381a6bfc83737,David_Bisbal-Ave_María,xSMTi_aVQrI,True
a634e472f3b34243b3300fee45ec67b6,Bee_Gees-Too_Much_Heaven,4aiWPx8RU7I,True
05acae1b8649404d84052f56d0ccff42,Alanis_Morissette-Head_Over_Feet,IKnz3kAwRu8,True
07a37e07ebc04b65b81136f2d9ecd409,Demi_Lovato-Really_Don't_Care,EOEeN9NmyU8,True
c3b962a5175047088812e1dc9801aac6,Faker-This_Heart_Attack,5Qgh3WNKSRY,True
822d98e3a0bd49e79f06b6049cbc0737,Roxette-Listen_To_Your_Heart,3tgmXgTp6f8,True
e0d1dd5a30644afcadac03f511a550be,Green_Day-See_The_Light,mQk2iXj1u28,True
54e9ba40b7e24ceb9c3e39991bb9e5a7,Gackt-Mizérable,1bTHhXSpd4U,True
8bc9b7cebbcd498a8bc4331ccd86b192,Laurent_Voulzy-Derniers_Baisers,De17JD2qbyQ,True
2a5677bb9eff4fbdab12d01251cfa6d8,Suede-Saturday_Night,wEWn0aVcuSM,True
99d69e3aff17476a90f63407a12d6822,Take_That-Shine,OlYs52dfIM8,True
b3cab36fd2e24aa28b256fb51a5de8e9,Adel_Tawil-Kartenhaus,q3BKyR3R7DA,True
1386fff07aa1491699af333448bda648,Red_Hot_Chili_Peppers-My_Friends,GXEXoBGqUl8,True
8f1dbf6fabbe4de597560a76021506e6,Michel_Sardou-Le_France,NYvRp8VVxNU,True
e90a0d0212a740daa50e47c62781d205,Air_Supply-Making_Love_Out_Of_Nothing_At_All,qEd6QUbK2Mw,True
9528be271cbd4383a332ff77e1a60230,David_Fonseca-Superstars_II,eq-LZ4jTVeU,True
d141ae8020e84effafc70a9ce61fccc7,Shaggy-Hey_Sexy_Lady,lac9QzFlyp4,True
095fc120fd2e4fe78f16c6281af54686,Creed-One_Last_Breath,5vNJwR2vVOk,True
d798573577d14515bd93f04a2f321d67,Disturbed-Deify,Ixf0qnWNl3I,True
cf9dbc21f24c4289b81033797b514089,Vast-I'm_Dying,TpmYgWFoY8E,True
ff7d464c40b046feb2be70001c9937f1,Pohlmann.-Wenn_Jetzt_Sommer_Wär,AwpRM7KviWM,True
9644e9f9222f4c438a3e8b8846c133b8,Cocoon-Comets,rwpvoS1lsMQ,True
0f42513bd34a47019d44b861685dde07,Nylon_Beat-Satasen_Laina,ZCmDWwJ30OI,True
29a5aaa53305478bbdc60010b42056eb,Metallica-Holier_Than_Thou,6klSJDfazN0,True
632ab30f190d43729be7dd31008c7a03,Myslovitz-Z_Twarzą_Marylin_Monroe,E3fqn1aBZ5Q,True
c5fe369105904a99adc96cf8de444b18,Max_Pezzali-Lo_Strano_Percorso,LOfdNcDvc3Q,True
ff6ec422cfca4c46a0671072ace16352,Plain_White_T's-Rhythm_Of_Love,muvpijiRnRc,True
cac4e5159d534fb99ad266cf584372da,Renan_Luce-La_Lettre,7Vv5sDQ9aFU,True
78653a9891f946b7809d9dec5b310e97,Twenty_One_Pilots-Tear_In_My_Heart,uzm-6Fc9j5g,True
fc6d7838d422425680b3c529604f8df3,Talking_Heads-Burning_Down_The_House,6wSFEHFFk_4,False
4af35ef1ced24b1898f9caa5336cde03,Foo_Fighters-February_Stars,AU-TQj3n4os,True
8f2049c68f3644d9b07575dbf2d2b602,Udo_Jürgens-Griechischer_Wein,QBkPARPm-Mc,True
c909d6ffecd243a6afa230bcec2a5f3d,Creedence_Clearwater_Revival-Travelin'_Band,zzNH_KjIZkc,True
78bacb7c2e7b4c66a1c910b469d845c2,Ke$ha-Cannibal,lbllGft5Qlw,True
aade745eaf094c388e4f912cdcd494d0,Accept-Fast_As_A_Shark,Wzloi-IewnQ,True
5bdc89541d70433b93c908ab8c7e059a,Bruce_Springsteen-Tougher_Than_The_Rest,ZRC2AcJDg9Y,True
f86f1c6ccc3542cb9fb5c938973ef521,Bajm-Noc_Po_Ciężkim_Dniu,IRCdJeFT8_E,True
ae079c14465f439c9ba5be0f977009f2,Aqua_Timez-Alones,6nfNKFAinpY,True
4c85e2088d624eb9b50e8cac734cc150,Gianluca_Grignani-Cammina_Nel_Sole,ui4nzIZZLuU,True
a0dca9bbdcf54973a3ba9cff1d94a019,Three_Days_Grace-Home,xtp2SbKngF4,True
094e841dad79435599635120b8107c81,Bad_Religion-Punk_Rock_Song,qf_g3bdzfe4,True
fa995c4416524dddbb1625dd09318ffb,Natasha_Bedingfield-Single,2AwaA85nEbE,True
819e2fbaed9c4d6583f504e49a17a1ef,Hole-Malibu,v0CYB5V9e64,True
5d0e2942931349b6ac0f27a28228b656,Daughtry-What_About_Now,roDXSHSEuoo,True
80ea09d8563b495aa5e651c2b4b66a8c,Texas-Guitar_Song,N7LzQ4Uofso,True
4a31712ab9694f69a798e6cd59671236,The_Offspring-I_Choose,0UWoqgQjl-I,True
0a0806f1fb67405b8d3a5b0c19a8442a,Do_As_Infinity-Oasis,KgdlbhxCEEM,True
7a24042f5c1144efbd0123f04c719d02,Dolls_United-Eine_Insel_Mit_Zwei_Bergen,eL_Dkly0CBM,True
876d7e36f7d547e4b99b8a76e2e2d2ff,Böhse_Onkelz-Zuviel,mMwHqunTh_s,True
f62b2b959799410fb9b15f90b68fc698,Christina_Perri-A_Thousand_Years,rtOvBOTyX00,True
536fe614dd7d47a79a9957f137a38abc,Saliva-Always,wom-VSORipY,True
b3f652fcee784b71be143decd74debc8,Talking_Heads-And_She_Was,ZV9DNpkfak0,True
13ec07fd7c574af492a8370297c803ec,Macy_Gray-I_Try,WEQ0l_m3Xm0,True
d1104e105c994282b2af991d0740c3c8,Electric_Light_Orchestra-Rock_'N'_Roll_Is_King,Jyh8ZvGPByg,True
773b618267b64017912646d1b231eb23,Daniel_Ingram-The_Perfect_Stallion,5zgJTT0XBbg,True
7415b66ded694cd2858100f261203614,Herman_Van_Veen-Zo_Vrolijk,zXNETrbtnpI,True
b2febaf9e85e4c41aa25a3e2a162fdd2,Kate_Winslet-What_If,O5fy0U13MEw,True
9a48c98d568049f98e98d408e32ee09c,Muse-Liquid_State,DJeNZhXsLZE,True
7af9d63e524f4b0d93c841822660920d,Pretenders-Brass_In_Pocket,ZY7WtDniReE,True
a08f1666e8844fb2ae1cb22938d1b1bf,Subway_To_Sally-Sieben,OLZ8jYHRdFw,True
a54fd161e2f843d3b6cc15c7f8463d43,Blackstreet-Don't_Leave,DBUz2nkOKsc,True
4b18282857324a0dae78d00f30c573a8,Pearl_Jam-Just_Breathe,kuq7RYQ8Wa0,True
c30ba31fa1da4a84bd495b359698cd5a,Green_Day-American_Idiot,Ee_uujKuJMI,True
7d75915f543648e4b705b16170089044,Alphaville-Song_For_No_One_(But_Myself),0jkq0MQa18c,True
97fe9a3c5bbb41d0a9ad47f0db77c6e6,"Truck_Stop-Der_Wilde,_Wilde_Westen",W-bzpp568Y8,False
32cf8fcf06984a71bf05f2b097b576de,Erin-Vanha_Nainen_Hunningolla,j2ilU8TcEW0,True
82565a4820b14be181fc7f3a70038d39,Garou-Seul,R3jDPgpUN9k,True
a012e9decd7e47cbb202ad076ad42a93,DJ_Jazzy_Jeff_&_The_Fresh_Prince-Summertime,Kr0tTbTbmVA,True
8bd245b8aa7f4e7abb526de0712aa565,Sum_41-Hyper_Insomnia_Para_Condrioid,iP7OIjwwwPo,True
d8b94d2c71b34ab1847e4b5f24ba7549,Gorillaz-Doncamatic,sRRS6qpTN2c,True
d28438b110e74db99be883951ccd33cc,The_Wannadies-You_And_Me_Song,zx5HuAPd6RM,False
af5f6fef054a4d95a805e54c61bf788f,Paola_&_Chiara-Vamos_A_Bailar,mtcrfXE7rvc,True
fe5f6a2ac19a47fe92e12947b3f5d3cf,Myriam_Hernández-Mio,1fQZrIPK2PQ,True
41adec28c9b6444baf6d38c0fa79247b,Scorpions-No_One_Like_You,ZfNR98ajB1U,True
685bd707ce9a4af3bf965391fa6b4425,RBD-Salvame,09tgbwZa1Nc,True
dce270d2e2a84e69946ed6081a89394f,Dead_By_April-Losing_You,fIiAYI27HgY,True
51f444d36df643e98405f02ce7785d71,Kaoma-Lambada,vmI0JRcz5Kw,True
5412576339f44339bd3ff0cb37d6cb4d,Ewa_Farna-Bez_Łez,IJ3cdu6Ptjs,True
70013d0bc90e4adfae85f0050da7119e,Eppu_Normaali-Joka_Päivä_Ja_Joka_Ikinen_Yö,-l4bzNToLYI,True
3f4cec7205a941fdb76eaa2230c5487f,Alex_Max_Band-Tonight,MDDBNu6Tyz8,True
0911a0b9141b4f599363f348db230113,Disturbed-The_Night,lbQopLgzwyg,True
6ad028f95e604cad8b0fb720bf989dad,Warpaint-Elephants,7XTX-3HkVSc,False
daff0c7fed714839aededc2ae5bc5e47,Third_Day-O_Come_All_Ye_Faithful,L_jJJPdYPgs,True
3892833d1b704da8b8c24298b87966db,T_Spoon-Sex_On_The_Beach,GP2uRViuB2Q,True
9a328cef8b9244278d52164b876e421b,Luca_Dirisio-Il_Mio_Amico_Vende_Il_Te,bgX1x3YayZg,True
094b0eb059b54696902f92f4a7c124a1,Boys-Biba,0u-xiCI1vbE,True
0b174c98ffae4d72a1b3b4dab2b2a740,Booty_Luv-Shine,f-T-9wT8iIQ,True
834ff8f78b11450eab0c88a4b04a4c11,Take_That-Beautiful_World,fbzNwBTsvcs,True
b692ddefb2a14a368de640eb4a3f6e45,Joe_Dolan-You're_Such_A_Good_Looking_Woman,ecr-fP4_vZQ,True
83069087bf424929bfe816d3fc488c46,Good_Charlotte-We_Believe,2ELD1Ye_pws,True
89cbb7cee43440dc8bfe337339c3f1c5,Nazareth-Dream_On,NrecCqAPfPw,True
a6f71a820c8b4ff1bf3cbd8226586fdf,Axel_Rudi_Pell-Northern_Lights,HaHh4HFBitw,True
7ec2c1149b8e4a459c1792843f682a03,Muse-Fillip,TSE9vKCMxuI,True
8148c17fb207444e96ccd417e2fafdd5,Muse-Mercy,-H-1cUuOrr8,True
c783afaeee684ef19913beabe8b08f43,Eiffel_65-Another_Race,9L_q-NLky4Y,True
49a4ad2fe8274021b3da0eabfbb468af,Britney_Spears-Shadow,DFoMdAixqKM,True
c2669a64c2ab467eab003240c4fa177b,Serge_Gainsbourg-Black_Trombone,0LApM46cpxw,True
985ce914741c47709c36094fcc3ca1de,Simon_And_Garfunkel-Go_Tell_It_On_The_Mountain,LitQp6-JARY,True
e1ee99b49b644cfa978779bdd9472b0f,Albert_Hammond-Down_By_The_River,mRYqbTuh7pI,True
be99c3f4d2e7473bbb8008c645d6105c,Story_Of_The_Year-We_Don't_Care_Anymore,5_nHxxERxCc,False
a7cebeb3219345b990c87d5a8aa49570,Eddy_Mitchell-Couleur_Menthe_À_L'Eau,bjOP8hUwMAc,True
be0310d750134c379e0108783d08ed6e,Freundeskreis-Mit_Dir,Saiw3iwc6gY,True
b1014a88c7134ebdb06fd50bc097e771,Elvis_Costello_&_The_Attractions-Oliver's_Army,Yhkwj85VzcE,True
d41b06367bcc4e3085984a6766a8f2d2,Marina_Kaye-Homeless,pwKkjLOHd7s,True
cbfb089dbeb4469e8e7527e809edc4cf,Johnny_Hallyday-J'Oublierai_Ton_Nom,KFjqwbq-Zrg,False
80985d5413f941f5b2613adcbd7b59f5,Taylor_Swift-Teardrops_On_My_Guitar,xKCek6_dB0M,True
b781c4d821e645beb580d741651ff2ee,Queen-Save_Me,Fiibr0w2FFo,False
139ca25b8a1d433aa78c7877ee8f8640,Dean_Martin-Detroit_City,NM6_O-jqYLE,True
c6fae8aa7b9d487c8b292ed493be8991,K's_Choice-Not_An_Addict,Cklb7L0OA1c,True
503c795198224025a0ddcb3d34d3a399,Tic_Tac_Toe-Ich_Find'_Dich_Scheiße,Bro-Fs4_35I,True
90f8930c18694068b2577a92b036646f,Christina_Stürmer-Fieber,7H5Q8BCC5ng,True
3d814c99870d49c785561fdc14831122,Hubert_Félix_Thiéfaine-La_Fille_Du_Coupeur_De_Joints,JAv8UPSKF7g,True
beec40eabb2545519b8bafca984abce5,Knorkator-Du_Nich,hAxrzn5Ml5E,True
3a7734d489bb44c48714e7412825ee39,The_Bangles-Walk_Like_An_Egyptian,gzeOWnnSNjg,True
ff7f95dd6fbc4b14b3d4dd887eda0eba,Muse-Space_Dementia,wo3NNuNuwnE,True
e88a76d1bbe945a4a968876d7bf493e2,VNV_Nation-Chrome,sHu3BT0B28M,True
7ef45dc7a10b462492ece9b4f939cb71,In_Extremo-Liam,YL0arB_8d8o,True
3409cb1f5700487e81e03ab7adb55399,The_White_Stripes-I_Just_Don't_Know_What_To_Do_With_Myself,jpZjuvI-s8Y,True
ee721dc3f2d74dfb977e8afff25ba906,D'espairsRay-Forbidden,hdwQ0CleNMg,True
3bbc5882ba6a4cac9aa6330bceda69c2,The_Bobby_Fuller_Four-I_Fought_The_Law,zT8xsCaDNa4,False
84b7cb1a65524e6e807c6d09c4d72cbc,Fastball-Out_Of_My_Head,nXkivkYi35Y,True
830a3efb3f794ba3b4ffe7e0d890b562,Groove_Coverage-She,lWymCvDaF-Y,False
c51943e7cef948968ba5af1cf9f4bcd3,Wolfgang_Petry-Kein_Grund_Zur_Panik,Y_WgWUiJ0wU,False
d3476faedbe144fdbff761378549d850,Camilo_Sesto-Jamás,IpAMxJgOzyg,True
148f74f2da464492a037cd5cf7610b42,Yvonne_Catterfeld-Sag_Mir___Was_Meinst_Du,sDSZdlZFCaE,True
d3020245998846078a2db6aa52ab3078,Depeche_Mode-One_Caress,Sjb5QBLA2DM,True
eb15f12e25cd46daaaff4616f25faec2,Marc_Almond-Something's_Gotten_Hold_Of_My_Heart,wJFczLWS-zY,True
60ee9508f45c42aa94645f20a26991f2,Blink_182-Stay_Together_For_The_Kids,yCny16h7paE,True
fcda7707ae404b65b4be06f76ba285a2,Oasis-Morning_Glory,OIjNV-LxS0Y,True
6cb2fc5f798342d2bacc042499b01e4c,Laura_Pausini-Invece_No,q-ZQkEuUuFI,True
ab4361d681ba46ffab3b72c0750d8313,Mötley_Crüe-Home_Sweet_Home,ye-MwxuXfeo,True
0f1ae380105c4bf1841d13f8303c23a2,The_Turtles-Happy_Together,9ZEURntrQOg,True
e3592bc296884f88a7db3312d07c5bef,Feel-No_Pokaż_Na_Co_Cię_Stać,lB3LhiCCYi8,True
b01e778854cf42a3b4b89873d8c25b3c,Hansen_Band-Baby_Melancholie,xmv4EGzjW-4,True
2fe99bfa8f914fd890e172527ae5a245,Olly_Murs-Dance_With_Me_Tonight,iFQAdlJz8G4,True
60fb15d44ebd4e8aa1a63452bd1c7373,Roxette-Big_L,P3BziGZOMcE,True
40daa39669be43168d71df0a3f060d52,Save_Ferris-Come_On_Eileen,Ia0GdhtdsR8,True
0aed36cc0f6540948d2ab0b9027f730e,Creedence_Clearwater_Revival-Have_You_Ever_Seen_The_Rain,g4flAZEgtjs,True
4d61c850628446acb91dd70d3d3cff7c,The_Beatles-Lucy_In_The_Sky_With_Diamonds,xxaOItEmu3U,False
13ad91deab034660ae5864da5d641a0d,Sunrise_Avenue-Heal_Me,qas5xlj33sM,True
4f177ff92b7d4b89ba8858701894d22c,Robyn-Show_Me_Love,HAKe4LUpRKU,True
d999c3000f00474ea74f950ba4d2fb3d,Genesis-Jesus_He_Knows_Me,35K6vQRt67g,True
adfe914bd7924b2a91942f187b37b5dd,Gianluca_Grignani-Destinazione_Paradiso,bE3RWdv77ZU,True
7c761ea6dcb9439087faa67d30caae54,Amel_Bent-Ne_Retiens_Pas_Tes_Larmes,yba8EPVWmgg,True
eb2f37ab8f654d12aa9af71bbac8a1cb,Carlos_Paião-Cinderela,rfaZFm9vY9Y,True
443a7cafe4b2402aba8c98d32bd78348,Within_Temptation-Angels,JPOtSknsdXs,True
75cbcf97065146cc9449cf72ea6afa0d,Scars_On_Broadway-They_Say,aOY_UV9GhIM,True
2eb4c2038ea74c44b10c94658530be08,Avril_Lavigne-My_Happy_Ending,VFGbSWP-G-o,True
ef65ee5af3254445a3726c0fa1df14d5,Madonna-True_Blue,YZ9SPAQ7jUU,True
87ac1ed91a674b0fbee8456b7407f9e4,Hoobastank-If_I_Were_You,fBdBvVopcLw,True
d0f23490d3dc4e4abf5837c9183495a7,Chris_Tomlin-Amazing_Grace_(My_Chains_Are_Gone),3MZgXXUW08Q,True
714d49ef1cf342fdb1b0bbf24c4d22ca,Aerosmith-Mama_Kin,D_lEQoNM70A,True
909396f98e6546528637cb7077b57996,Beagle_Music_Ltd.-Like_Ice_In_The_Sunshine,EQGgm1oK0GE,True
fd3b520ae60745c390b61679624f5216,Juliane_Werding-Starke_Gefühle,kFE4ZM3H_VE,True
763b0788a4e84282b88d14e6451adf7f,Disturbed-Ten_Thousand_Fists,drTQaAaCeh0,True
3052d4eb7e534976a791863e4d43983d,"The_Offspring-Kristy,_Are_You_Doing_Okay?",qm9T4vPmk1w,True
4f9d5025101e4bc1a9b04e2de7bf78cf,ABBA-I_Have_A_Dream,_HMjOiHqE18,True
f60d0e9966504a65a6538ef65b79fd19,Muse-Map_Of_The_Problematique,O6f4lrQaTSg,True
6d0203309e9a4929a8223d584445e4b0,Matt_Redman-Blessed_Be_Your_Name,PnWKehsOXu8,True
dce2639d86c04d7da4f8aa37be6e39a7,La_Differenza-In_Un_Istante,LLqAKXtERL0,True
f1cba75b26b44a8098781761aab128ea,"Roberta_Flack-Hey,_That's_No_Way_To_Say_Goodbye",ENfRfSzLeYA,True
173c43faffc946fb84fb93311c00c36b,The_Cat_Empire-Steal_The_Light,jluQyS4lFpY,True
48b140331b6b4a1393027a7cacc2e431,LeAnn_Rimes-Can't_Fight_The_Moonlight,bx3s99FNXzI,True
46d9404cde42421aa377ab4f5828f911,Pierdavide_Carone-Di_Notte,Q0jRmoUjttU,True
e83778b9c61f4642a1a6e126c94a9833,Good_Charlotte-Life_Styles_Of_The_Rich_And_Famous,e6Hgdic5jls,True
855aa2fc61694401bec4bca227ea6f1d,Samajona-Warum?!,Qzel845M7As,True
67e2e048638e4f90a74fbe858dd57ed9,Kasia_Kowalska-Antidotum,8LmwM1sug74,True
30cd45b5b0c74aa9becad2410af02036,Rita_Coolidge-We're_All_Alone,OvNdPewuXAQ,True
ee930f6836b748c69e819c7e927227ce,Red_Hot_Chili_Peppers-Tell_Me_Baby,BWyblTqAwp0,True
67a0fca5fd594078be2b9f2cd0590c93,Editors-The_Boxer,2O-f5Olb2-s,True
078c2be841a34b19b9af43f2e09b6463,Anouk-Birds,evv2SXOOWWk,True
79ca259538d243b29b9c11c5edb902b4,Sum_41-Crazy_Amanda_Bunkface,fpCKIJP1cEs,True
6c22f639202343d9b3d2d8e97228f040,The_Police-Every_Breath_You_Take,OMOGaugKpzs,True
cb4900ba25e946e6a483a55bae1ec2a3,Avril_Lavigne-Losing_Grip,LOcKckBLouM,True
ec9da34065a940c9ad80a6edc58898f9,The_Yardbirds-Heart_Full_Of_Soul,7njQ4QJpb64,True
59c0d168a0a84341807df5ac46025717,Avenged_Sevenfold-Welcome_To_The_Family,c0y1m81S580,True
51df0dca11504a7b863198bd61aa54c5,Madsen-Vielleicht,YkZsuGrzmpw,True
d4eb98d7f7334bacaa50a2f3c3b1b05a,Olivia-Starless_Night,PppWJtolihU,True
3f4cc4b9de2545d78dffaeb8a30aff12,The_411-Dumb,OU4kws6n700,True
3c7eeb9acf2a4520b4a2b63dc8e499a8,Oomph!-Die_Schlinge,CGvvBzL7mnA,True
05ddd86fbc22495abb5ff07fc5e18b0c,Sterling_Knight-Hero,LFFCTEkve-k,True
196713fe3858437983e2a929d0afe1d7,Simple_Plan-This_Song_Saved_My_Life,l22V1kHFNx4,True
915c867a5dd4449bb7a2eace1b280f29,Eagles-Life_In_The_Fast_Lane,Ms6bnS1gOAc,False
c018b5b6e1074cfdb9c4565e30be6ded,Peter_Maffay-Du,-nxxN9Lx0YE,True
96400750675e41a3b30e68a911ebb33f,Daniel_Diges-Algo_Pequeñito,MR4PCxjwTik,True
0d322a0602bc48f59086047b7937e8d9,Cold-Cure_My_Tragedy_(Letter_To_God),iWufV42isUQ,True
2ab0974b312b43c9811eface64306784,Kinderen_Voor_Kinderen-Wakker_Met_Een_Wijsje,QiX_qO60Km0,True
f49052ac9096484eb17a9efd66f27d63,Kanye_West-Lost_In_The_World,ofaRvNOV4SI,True
3667aa608d09487086893f3f8b0aecb2,Metric-Combat_Baby,Wz3yl8ZLkTI,True
a49637e928f045029f0745028d9b4edf,Shakira-Suerte,a8Rwz6zBJSE,True
09292a9d8d6b4e008d270da087dbf51d,Brooks_&_Dunn-Boot_Scootin'_Boogie,d05tQrhNMkA,True
c44b768a4e9c426398a58c1c07f8bc59,Tony_Carreira-Sonhos_De_Menino,Sx_OALoIrj8,True
d365e47397144ddeba67a00fe88dd1ab,Blink_182-What_Went_Wrong,xgtp9eL3w2c,True
dc0f1f80f13d4c299627a6ee3ac586ba,Samantha_Mumba-Always_Come_Back_To_Your_Love,RzFFfV33zkQ,True
e11741a2ee3940d9bb351a8f47fdd135,Tokio_Hotel-Durch_Den_Monsun,S_Sy5-sOodA,True
433cc33ee9ad4ee4a7463f04179d620d,Sweet-Co_Co,xDGbi1i8aBM,True
36727f2a3a494d04b7467bb93b0af92e,The_Wallflowers-One_Headlight,lKtXo4TR8K4,True
6bc392255c4d45a58cceef73c5c93592,Train-Angel_In_Blue_Jeans,LsDf1fHz09g,True
39c4726b9fb64d16a09aca2820f6d9ca,Mürfila-Loko,TH8MahFmUa4,True
f30e0a850cc945e2bb85965ebeda15e4,Farin_Urlaub-Dusche,kHQl3VTrmkM,True
0cf6a2c263fc40598e71567cbe1af26f,Herbert_Grönemeyer-Bochum,Gtd9Bg9S85U,True
028f971495ef4cbd99922045bfd59585,Sixpence_None_The_Richer-My_Dear_Machine,iG4Q2uHEmX0,True
d229b715eec1405b8efb3c992d84b225,Flow-Go!!!,AE4b9jO1uB4,False
ad2e059b51b94363872e4aee7d1f4df5,Gilbert_O'Sullivan-Get_Down,C4Klz93bjI4,True
d3c0efe8d23e411eb83c59785d39fb6b,Adriano_Pappalardo-Ricominciamo,RyM8NYf1vlw,True
c9aba28620a6453395a38d49d35cbabf,Avril_Lavigne-Naked,necBN4y3s2U,True
57a743bbbc7c472788d258f977c11cee,The_Cult-Wild_Flower,r3uV7028jfI,True
e38385ceb34849bbb6a04576f10af45c,Swan_Lee-I_Don't_Mind,vr2m_h5a0aY,True
e3ede55a27094c0297fb8e564eebcb12,Green_Day-Whatsername,SynlkD1Qr-Q,True
0d6c4f7c774044c4b9018cadcc41920e,"Volbeat-Always,_Wu",n9Hdle4q3J8,True
c91d760f53f84e44bea2679da9dd4736,Eurythmics-Love_Is_A_Stranger,vyqww0RScMs,False
362c9e7772c746768ee65dee374c89be,Toni_Braxton-Yesterday,CDP5Ch7gpto,True
e29b0b830b544f7a839ec2551edd2d94,Tenacious_D-Beelzeboss_(The_Final_Showdown),6nGgoG_mqrs,True
29d4f90f681d4fc3b7379c93953cda3b,LeAnn_Rimes-National_Anthem,4_vVGK4wfBo,True
9515e72b24a046b3bd87815752992771,Augustana-Boston,R1BcHWLXw9Y,True
75cb18205e9e48c799fe15219a822b8a,Joint_Venture-Der_Esel,h3l-L2VkItQ,True
